domain,rank,workbook_sample,SampleID,workbook_suffix,original_suffix,Site
BAC,Phylum,2-18-ADAS,2-18,ADAS,ADAS,ADA
BAC,Phylum,2-19-ADPC,2-19,ADPC,ADPC,ADP
BAC,Phylum,2-2-BSNS,2-2,BSNS,BSNS,BSN
BAC,Phylum,2-20-YCGH,2-20,YCGH,YCGH,YCG
BAC,Phylum,2-21-YCDG,2-21,YCDG,YCDG,YCD
BAC,Phylum,2-22-UJGN,2-22,UJGN,UJGN,UJG
BAC,Phylum,2-23-CGSJ,2-23,CGSJ,CGSJ,CGS
BAC,Phylum,2-24-GHGHa,2-24,GHGHa,GHGHa,GHGa
BAC,Phylum,2-25-GHGHb,2-25,GHGHb,GHGHb,GHGb
BAC,Phylum,2-26-GHHM,2-26,GHHM,GHHM,GHH
BAC,Phylum,2-27-GHJY,2-27,GHJY,GHJY,GHJ
BAC,Phylum,2-28-MYSN,2-28,MYSN,MYSN,MYS
BAC,Phylum,2-29-SCHG,2-29,SCHG,SCHG,SCH
BAC,Phylum,2-3-BSIGa,2-3,BSIGa,BSIGa,BSI
BAC,Phylum,2-30-YSDM,2-30,YSDM,YSDM,YSD
BAC,Phylum,2-31-YSYS,2-31,YSYS,YSYS,YSY
BAC,Phylum,2-32-JJNG,2-32,JJNG,JJNG,JJN
BAC,Phylum,2-32'-JJYS,2-32',JJYS,JJYS,JJY
BAC,Phylum,2-33-CWMS,2-33,CWMS,CWMS,CWM
BAC,Phylum,2-34-CWSS,2-34,CWSS,CWSS,CWS
BAC,Phylum,2-4-BSOC,2-4,BSOC,BSOC,BSO
BAC,Phylum,2-5-BSES,2-5,BSES,BSES,BSE
BAC,Phylum,2-6-DGGW,2-6,DGGW,DGGW,DGG
BAC,Phylum,2-7-DGDS,2-7,DGDS,DGDS,DGD
BAC,Phylum,2-8-DGJY,2-8,DGJY,DGJY,DGJ
BAC,Phylum,2-9-DGGB,2-9,DGGB,DGGB,DGB
BAC,Phylum,3-1-BSSG,3-1,BSSG,BSSG,BSS
BAC,Phylum,3-10-DGDC,3-10,DGDC,DGDC,DGC
BAC,Phylum,3-11-DGYSa,3-11,DGYSa,DGYSa,DGY
BAC,Phylum,3-12-USOS,3-12,USOS,USOS,USO
BAC,Phylum,3-13-USYY,3-13,USYY,USYY,USY
BAC,Phylum,3-14-USYJ,3-14,USYJ,USYJ,USJ
BAC,Phylum,3-15-GSGA,3-15,GSGA,GSGA,GSG
BAC,Phylum,3-16-GCGD,3-16,GCGD,GCGD,GCG
BAC,Phylum,3-17-MGYS,3-17,MGYS,MGYS,MGY
BAC,Phylum,3-18-ADAS,3-18,ADAS,ADAS,ADA
BAC,Phylum,3-19-ADPC,3-19,ADPC,ADPC,ADP
BAC,Phylum,3-2-BSNS,3-2,BSNS,BSNS,BSN
BAC,Phylum,3-20-YCGH,3-20,YCGH,YCGH,YCG
BAC,Phylum,3-21-YCDG,3-21,YCDG,YCDG,YCD
BAC,Phylum,3-22-UJGN,3-22,UJGN,UJGN,UJG
BAC,Phylum,3-23-CGSJ,3-23,CGSJ,CGSJ,CGS
BAC,Phylum,3-24-GHGHa,3-24,GHGHa,GHGHa,GHGa
BAC,Phylum,3-25-GHGHb,3-25,GHGHb,GHGHb,GHGb
BAC,Phylum,3-26-GHHM,3-26,GHHM,GHHM,GHH
BAC,Phylum,3-27-GHJY,3-27,GHJY,GHJY,GHJ
BAC,Phylum,3-28-MYSN,3-28,MYSN,MYSN,MYS
BAC,Phylum,3-29-SCHG,3-29,SCHG,SCHG,SCH
BAC,Phylum,3-3-BSIGa,3-3,BSIGa,BSIGa,BSI
BAC,Phylum,3-30-YSDM,3-30,YSDM,YSDM,YSD
BAC,Phylum,3-31-YSYS,3-31,YSYS,YSYS,YSY
BAC,Phylum,3-32-JJNG,3-32,JJNG,JJNG,JJN
BAC,Phylum,3-32'-JJYS,3-32',JJYS,JJYS,JJY
BAC,Phylum,3-33-CWMS,3-33,CWMS,CWMS,CWM
BAC,Phylum,3-34-CWSS,3-34,CWSS,CWSS,CWS
BAC,Phylum,3-4-BSOC,3-4,BSOC,BSOC,BSO
BAC,Phylum,3-5-BSES,3-5,BSES,BSES,BSE
BAC,Phylum,3-6-DGGW,3-6,DGGW,DGGW,DGG
BAC,Phylum,3-7-DGDS,3-7,DGDS,DGDS,DGD
BAC,Phylum,3-8-DGJY,3-8,DGJY,DGJY,DGJ
BAC,Phylum,3-9-DGGB,3-9,DGGB,DGGB,DGB
BAC,Phylum,4-1-BSSG,4-1,BSSG,BSSG,BSS
BAC,Phylum,4-10-DGDC,4-10,DGDC,DGDC,DGC
BAC,Phylum,4-11-DGYSa,4-11,DGYSa,DGYSa,DGY
BAC,Phylum,4-12-USOS,4-12,USOS,USOS,USO
BAC,Phylum,4-13-USYY,4-13,USYY,USYY,USY
BAC,Phylum,4-14-USYJ,4-14,USYJ,USYJ,USJ
BAC,Phylum,4-15-GSGA,4-15,GSGA,GSGA,GSG
BAC,Phylum,4-16-GCGD,4-16,GCGD,GCGD,GCG
BAC,Phylum,4-17-MGYS,4-17,MGYS,MGYS,MGY
BAC,Phylum,4-18-ADAS,4-18,ADAS,ADAS,ADA
BAC,Phylum,4-2-BSNS,4-2,BSNS,BSNS,BSN
BAC,Phylum,4-21-YCDG,4-21,YCDG,YCDG,YCD
BAC,Phylum,4-22-UJGN,4-22,UJGN,UJGN,UJG
BAC,Phylum,4-23-CGSJ,4-23,CGSJ,CGSJ,CGS
BAC,Phylum,4-24-GHGHa,4-24,GHGHa,GHGHa,GHGa
BAC,Phylum,4-25-GHGHb,4-25,GHGHb,GHGHb,GHGb
BAC,Phylum,4-26-GHHM,4-26,GHHM,GHHM,GHH
BAC,Phylum,4-27-GHJY,4-27,GHJY,GHJY,GHJ
BAC,Phylum,4-28-MYSN,4-28,MYSN,MYSN,MYS
BAC,Phylum,4-29-SCHG,4-29,SCHG,SCHG,SCH
BAC,Phylum,4-3-BSIGa,4-3,BSIGa,BSIGa,BSI
BAC,Phylum,4-30-YSDM,4-30,YSDM,YSDM,YSD
BAC,Phylum,4-31-YSYS,4-31,YSYS,YSYS,YSY
BAC,Phylum,4-32-JJNG,4-32,JJNG,JJNG,JJN
BAC,Phylum,4-32'-JJYS,4-32',JJYS,JJYS,JJY
BAC,Phylum,4-33-CWMS,4-33,CWMS,CWMS,CWM
BAC,Phylum,4-34-CWSS,4-34,CWSS,CWSS,CWS
BAC,Phylum,4-4-BSOC,4-4,BSOC,BSOC,BSO
BAC,Phylum,4-5-BSES,4-5,BSES,BSES,BSE
BAC,Phylum,4-6-DGGW,4-6,DGGW,DGGW,DGG
BAC,Phylum,4-7-DGDS,4-7,DGDS,DGDS,DGD
BAC,Phylum,4-8-DGJY,4-8,DGJY,DGJY,DGJ
BAC,Phylum,4-9-DGGB,4-9,DGGB,DGGB,DGB
ARC,Phylum,1-1-BSSG,1-1,BSSG,BSSG,BSS
ARC,Phylum,1-10-DGDC,1-10,DGDC,DGDC,DGC
ARC,Phylum,1-11-DGYSa,1-11,DGYSa,DGYSa,DGY
ARC,Phylum,1-11b-DGYSb,1-11b,DGYSb,DGYSb,DGYb
ARC,Phylum,1-12-USOS,1-12,USOS,USOS,USO
ARC,Phylum,1-13-USYY,1-13,USYY,USYY,USY
ARC,Phylum,1-14-USYJ,1-14,USYJ,USYJ,USJ
ARC,Phylum,1-15-GSGA,1-15,GSGA,GSGA,GSG
ARC,Phylum,1-16-GCGD,1-16,GCGD,GCGD,GCG
ARC,Phylum,1-17-MGYS,1-17,MGYS,MGYS,MGY
ARC,Phylum,1-18-ADAS,1-18,ADAS,ADAS,ADA
ARC,Phylum,1-19-ADPC,1-19,ADPC,ADPC,ADP
ARC,Phylum,1-2-BSNS,1-2,BSNS,BSNS,BSN
ARC,Phylum,1-20-YCGH,1-20,YCGH,YCGH,YCG
ARC,Phylum,1-21-YCDG,1-21,YCDG,YCDG,YCD
ARC,Phylum,1-22-UJGN,1-22,UJGN,UJGN,UJG
ARC,Phylum,1-23-CGSJ,1-23,CGSJ,CGSJ,CGS
ARC,Phylum,1-24-GHGHa,1-24,GHGHa,GHGHa,GHGa
ARC,Phylum,1-25-GHGHb,1-25,GHGHb,GHGHb,GHGb
ARC,Phylum,1-26-GHHM,1-26,GHHM,GHHM,GHH
ARC,Phylum,1-27-GHJY,1-27,GHJY,GHJY,GHJ
ARC,Phylum,1-28-MYSN,1-28,MYSN,MYSN,MYS
ARC,Phylum,1-29-SCHG,1-29,SCHG,SCHG,SCH
ARC,Phylum,1-3-BSIGa,1-3,BSIGa,BSIGa,BSI
ARC,Phylum,1-30-YSDM,1-30,YSDM,YSDM,YSD
ARC,Phylum,1-31-YSYS,1-31,YSYS,YSYS,YSY
ARC,Phylum,1-32-JJNG,1-32,JJNG,JJNG,JJN
ARC,Phylum,1-33-CWMS,1-33,CWMS,CWMS,CWM
ARC,Phylum,1-34-CWSS,1-34,CWSS,CWSS,CWS
ARC,Phylum,1-3b-BSIGb,1-3b,BSIGb,BSIGb,BSIb
ARC,Phylum,1-4-BSOC,1-4,BSOC,BSOC,BSO
ARC,Phylum,1-5-BSES,1-5,BSES,BSES,BSE
ARC,Phylum,1-6-DGGW,1-6,DGGW,DGGW,DGG
ARC,Phylum,1-7-DGDS,1-7,DGDS,DGDS,DGD
ARC,Phylum,1-8-DGJY,1-8,DGJY,DGJY,DGJ
ARC,Phylum,1-9-DGGB,1-9,DGGB,DGGB,DGB
ARC,Phylum,2-1-BSSG,2-1,BSSG,BSSG,BSS
ARC,Phylum,2-10-DGDC,2-10,DGDC,DGDC,DGC
ARC,Phylum,2-11-DGYSa,2-11,DGYSa,DGYSa,DGY
ARC,Phylum,2-12-USOS,2-12,USOS,USOS,USO
ARC,Phylum,2-13-USYY,2-13,USYY,USYY,USY
ARC,Phylum,2-14-USYJ,2-14,USYJ,USYJ,USJ
ARC,Phylum,2-15-GSGA,2-15,GSGA,GSGA,GSG
ARC,Phylum,2-16-GCGD,2-16,GCGD,GCGD,GCG
ARC,Phylum,2-17-MGYS,2-17,MGYS,MGYS,MGY
ARC,Phylum,2-18-ADAS,2-18,ADAS,ADAS,ADA
ARC,Phylum,2-19-ADPC,2-19,ADPC,ADPC,ADP
ARC,Phylum,2-2-BSNS,2-2,BSNS,BSNS,BSN
ARC,Phylum,2-20-YCGH,2-20,YCGH,YCGH,YCG
ARC,Phylum,2-21-YCDG,2-21,YCDG,YCDG,YCD
ARC,Phylum,2-22-UJGN,2-22,UJGN,UJGN,UJG
ARC,Phylum,2-23-CGSJ,2-23,CGSJ,CGSJ,CGS
ARC,Phylum,2-24-GHGHa,2-24,GHGHa,GHGHa,GHGa
ARC,Phylum,2-25-GHGHb,2-25,GHGHb,GHGHb,GHGb
ARC,Phylum,2-26-GHHM,2-26,GHHM,GHHM,GHH
ARC,Phylum,2-27-GHJY,2-27,GHJY,GHJY,GHJ
ARC,Phylum,2-28-MYSN,2-28,MYSN,MYSN,MYS
ARC,Phylum,2-29-SCHG-ARC,2-29,SCHG,SCHG-ARC,SCH
ARC,Phylum,2-3-BSIGa,2-3,BSIGa,BSIGa,BSI
ARC,Phylum,2-30-YSDM,2-30,YSDM,YSDM,YSD
ARC,Phylum,2-31-YSYS,2-31,YSYS,YSYS,YSY
ARC,Phylum,2-32-JJNG,2-32,JJNG,JJNG,JJN
ARC,Phylum,2-32'-JJYS,2-32',JJYS,JJYS,JJY
ARC,Phylum,2-33-CWMS,2-33,CWMS,CWMS,CWM
ARC,Phylum,2-34-CWSS,2-34,CWSS,CWSS,CWS
ARC,Phylum,2-4-BSOC,2-4,BSOC,BSOC,BSO
ARC,Phylum,2-5-BSES,2-5,BSES,BSES,BSE
ARC,Phylum,2-6-DGGW,2-6,DGGW,DGGW,DGG
ARC,Phylum,2-7-DGDS,2-7,DGDS,DGDS,DGD
ARC,Phylum,2-8-DGJY,2-8,DGJY,DGJY,DGJ
ARC,Phylum,2-9-DGGB,2-9,DGGB,DGGB,DGB
ARC,Phylum,3-1-BSSG,3-1,BSSG,BSSG,BSS
ARC,Phylum,3-10-DGDC,3-10,DGDC,DGDC,DGC
ARC,Phylum,3-11-DGYSa,3-11,DGYSa,DGYSa,DGY
ARC,Phylum,3-12-USOS,3-12,USOS,USOS,USO
ARC,Phylum,3-13-USYY,3-13,USYY,USYY,USY
ARC,Phylum,3-14-USYJ,3-14,USYJ,USYJ,USJ
ARC,Phylum,3-15-GSGA,3-15,GSGA,GSGA,GSG
ARC,Phylum,3-16-GCGD,3-16,GCGD,GCGD,GCG
ARC,Phylum,3-17-MGYS,3-17,MGYS,MGYS,MGY
ARC,Phylum,3-18-ADAS,3-18,ADAS,ADAS,ADA
ARC,Phylum,3-19-ADPC,3-19,ADPC,ADPC,ADP
ARC,Phylum,3-2-BSNS,3-2,BSNS,BSNS,BSN
ARC,Phylum,3-20-YCGH,3-20,YCGH,YCGH,YCG
ARC,Phylum,3-21-YCDG,3-21,YCDG,YCDG,YCD
ARC,Phylum,3-22-UJGN,3-22,UJGN,UJGN,UJG
ARC,Phylum,3-23-CGSJ,3-23,CGSJ,CGSJ,CGS
ARC,Phylum,3-24-GHGHa,3-24,GHGHa,GHGHa,GHGa
ARC,Phylum,3-25-GHGHb,3-25,GHGHb,GHGHb,GHGb
ARC,Phylum,3-26-GHHM,3-26,GHHM,GHHM,GHH
ARC,Phylum,3-27-GHJY,3-27,GHJY,GHJY,GHJ
ARC,Phylum,3-28-MYSN,3-28,MYSN,MYSN,MYS
ARC,Phylum,3-29-SCHG,3-29,SCHG,SCHG,SCH
ARC,Phylum,3-3-BSIGa,3-3,BSIGa,BSIGa,BSI
ARC,Phylum,3-30-YSDM,3-30,YSDM,YSDM,YSD
ARC,Phylum,3-31-YSYS,3-31,YSYS,YSYS,YSY
ARC,Phylum,3-32-JJNG,3-32,JJNG,JJNG,JJN
ARC,Phylum,3-32'-JJYS,3-32',JJYS,JJYS,JJY
ARC,Phylum,3-33-CWMS,3-33,CWMS,CWMS,CWM
ARC,Phylum,3-34-CWSS,3-34,CWSS,CWSS,CWS
ARC,Phylum,3-4-BSOC,3-4,BSOC,BSOC,BSO
ARC,Phylum,3-5-BSES,3-5,BSES,BSES,BSE
ARC,Phylum,3-6-DGGW,3-6,DGGW,DGGW,DGG
ARC,Phylum,3-7-DGDS,3-7,DGDS,DGDS,DGD
ARC,Phylum,3-8-DGJY,3-8,DGJY,DGJY,DGJ
ARC,Phylum,3-9-DGGB,3-9,DGGB,DGGB,DGB
ARC,Phylum,4-1-BSSG,4-1,BSSG,BSSG,BSS
ARC,Phylum,4-10-DGDC,4-10,DGDC,DGDC,DGC
ARC,Phylum,4-11-DGYSa,4-11,DGYSa,DGYSa,DGY
ARC,Phylum,4-12-USOS,4-12,USOS,USOS,USO
ARC,Phylum,4-13-USYY,4-13,USYY,USYY,USY
ARC,Phylum,4-14-USYJ,4-14,USYJ,USYJ,USJ
ARC,Phylum,4-15-GSGA,4-15,GSGA,GSGA,GSG
ARC,Phylum,4-16-GCGD,4-16,GCGD,GCGD,GCG
ARC,Phylum,4-17-MGYS,4-17,MGYS,MGYS,MGY
ARC,Phylum,4-18-ADAS,4-18,ADAS,ADAS,ADA
ARC,Phylum,4-2-BSNS,4-2,BSNS,BSNS,BSN
ARC,Phylum,4-21-YCDG,4-21,YCDG,YCDG,YCD
ARC,Phylum,4-22-UJGN,4-22,UJGN,UJGN,UJG
ARC,Phylum,4-23-CGSJ,4-23,CGSJ,CGSJ,CGS
ARC,Phylum,4-25-GHGHb,4-25,GHGHb,GHGHb,GHGb
ARC,Phylum,4-26-GHHM,4-26,GHHM,GHHM,GHH
ARC,Phylum,4-27-GHJY,4-27,GHJY,GHJY,GHJ
ARC,Phylum,4-28-MYSN,4-28,MYSN,MYSN,MYS
ARC,Phylum,4-29-SCHG,4-29,SCHG,SCHG,SCH
ARC,Phylum,4-3-BSIGa,4-3,BSIGa,BSIGa,BSI
ARC,Phylum,4-30-YSDM,4-30,YSDM,YSDM,YSD
ARC,Phylum,4-31-YSYS,4-31,YSYS,YSYS,YSY
ARC,Phylum,4-32-JJNG,4-32,JJNG,JJNG,JJN
ARC,Phylum,4-32'-JJYS,4-32',JJYS,JJYS,JJY
ARC,Phylum,4-33-CWMS,4-33,CWMS,CWMS,CWM
ARC,Phylum,4-34-CWSS,4-34,CWSS,CWSS,CWS
ARC,Phylum,4-4-BSOC,4-4,BSOC,BSOC,BSO
ARC,Phylum,4-5-BSES,4-5,BSES,BSES,BSE
ARC,Phylum,4-6-DGGW,4-6,DGGW,DGGW,DGG
ARC,Phylum,4-7-DGDS,4-7,DGDS,DGDS,DGD
ARC,Phylum,4-8-DGJY,4-8,DGJY,DGJY,DGJ
ARC,Phylum,4-9-DGGB,4-9,DGGB,DGGB,DGB
