Model,feature,taxon,domain,taxonomic_level,scope,repeats,Macro MCC decrease mean,Macro AUPR decrease mean,Macro ROC-AUC decrease mean,Macro MCC decrease SD,Macro AUPR decrease SD,Macro ROC-AUC decrease SD
SVM,BAC_P::Bdellovibrionota,Bdellovibrionota,Bacteria,Phylum,training_resubstitution,3,-0.0011260826207671881,0.0053826694737260095,0.0004394240993036795,0.0012863556538934534,0.009186015102545853,0.0008782038766104055
SVM,BAC_P::CK-2C2-2,CK-2C2-2,Bacteria,Phylum,training_resubstitution,3,-0.0011832141664865996,0.0027974931463412658,0.00013256261006200365,0.002532660081091098,0.012921550031383497,0.0025445394028481227
SVM,BAC_P::Caldatribacteriota,Caldatribacteriota,Bacteria,Phylum,training_resubstitution,3,0.003318006613185006,0.0035980353850288784,0.002415367309938965,0.0056603575557669225,0.007989431215912678,0.0013533181833234405
SVM,BAC_P::Caldisericota,Caldisericota,Bacteria,Phylum,training_resubstitution,3,0.00022615673025539831,0.00507313159324461,-0.0035917740864659007,0.0020462671185958246,0.01988844816215604,0.007532996486243751
SVM,BAC_P::Campilobacterota,Campilobacterota,Bacteria,Phylum,training_resubstitution,3,0.0014801383363073999,0.007241510693096929,0.0010532942791428763,0.0055625272159611034,0.026294677490342314,0.004161049273499586
SVM,BAC_P::Chloroflexi,Chloroflexi,Bacteria,Phylum,training_resubstitution,3,0.008500528967210694,0.003778490429244404,-0.00038447958459144244,0.001518668196405694,0.0063444977963516645,0.0010008531523147503
SVM,BAC_P::Cloacimonadota,Cloacimonadota,Bacteria,Phylum,training_resubstitution,3,0.0018903484054557662,0.015146738312977276,-0.008003521683709916,0.0067492698310203545,0.006693126899704446,0.002860126370394007
SVM,BAC_P::Coprothermobacterota,Coprothermobacterota,Bacteria,Phylum,training_resubstitution,3,0.002682747821440586,0.0072828721390434115,0.0029296663229165056,0.0037118560437119467,0.016202410644072667,0.004560947628685699
SVM,BAC_P::Cyanobacteria,Cyanobacteria,Bacteria,Phylum,training_resubstitution,3,-0.0002834256382929686,0.0004384068426389239,0.0002761345608007411,0.0004909076056910608,0.0007639728397834994,0.0011444524765590706
SVM,BAC_P::Deinococcota,Deinococcota,Bacteria,Phylum,training_resubstitution,3,0.002075249151583155,-0.0012806547143888551,0.0008234954089686627,0.0025374179413664025,0.0038601384699559413,0.00043870266487101346
SVM,BAC_P::Dependentiae,Dependentiae,Bacteria,Phylum,training_resubstitution,3,-8.948388746564857e-05,0.020729291939690014,0.0015454686729466742,0.0005855600220427569,0.0064713632896894755,0.002170190745571107
SVM,BAC_P::Desulfobacterota,Desulfobacterota,Bacteria,Phylum,training_resubstitution,3,0.004569010253633386,0.00929761643964396,-0.00563459029249976,0.006219645633978689,0.014126192495349976,0.009417017842568274
SVM,BAC_P::Elusimicrobiota,Elusimicrobiota,Bacteria,Phylum,training_resubstitution,3,0.007527356697073773,0.0068562332720259744,-0.013372326227486983,0.013002777705387334,0.014715668522469413,0.004397644080606953
SVM,BAC_P::Fermentibacterota,Fermentibacterota,Bacteria,Phylum,training_resubstitution,3,0.0017911300883606633,0.010356201831664441,-0.01068776600652227,0.002649366641452881,0.009706663019746473,0.012077335394954968
SVM,BAC_P::Fibrobacterota,Fibrobacterota,Bacteria,Phylum,training_resubstitution,3,0.001802450641321433,0.0005652250340705822,-3.810000617417616e-05,0.003744621388302595,0.0027045493202662195,0.0018030524597183635
SVM,BAC_P::Firmicutes,Firmicutes,Bacteria,Phylum,training_resubstitution,3,0.013190417399383985,0.015667920170952126,0.00027879181396195385,0.003217897355353939,0.022005722456441137,0.0029276312195563535
SVM,BAC_P::Fusobacteriota,Fusobacteriota,Bacteria,Phylum,training_resubstitution,3,0.002775753759139641,0.0010669945695356657,0.0011108973361357855,0.0036132106459979903,0.013144122709586491,0.002348034166906166
SVM,BAC_P::Gemmatimonadota,Gemmatimonadota,Bacteria,Phylum,training_resubstitution,3,0.00027462645881448644,0.004006970840875229,-0.0011634247785772638,0.005321524977752102,0.011903919779949432,0.0033284570151853403
SVM,BAC_P::Halanaerobiaeota,Halanaerobiaeota,Bacteria,Phylum,training_resubstitution,3,-0.0007110949915979103,0.010307858041307275,0.0009230000543934044,0.0035843187864283035,0.0010979181272869622,0.0009227186669042436
SVM,BAC_P::Hydrogenedentes,Hydrogenedentes,Bacteria,Phylum,training_resubstitution,3,0.002523069118761522,0.014221186074282141,-0.0021911255135258676,0.007283532069841453,0.013243355740016073,0.0028366810149840034
SVM,BAC_P::Hydrothermae,Hydrothermae,Bacteria,Phylum,training_resubstitution,3,-0.0008049812957631649,-0.003819217687385801,-0.0035013972642820024,0.0024385394486237284,0.006563427301168312,0.0018828289128282197
