mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__regressor__n_estimators,param_model__regressor__min_samples_leaf,param_model__regressor__max_features,param_model__regressor__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6361812591552735,0.005895764363799096,0.007794713973999024,8.723990905005377e-05,400,2,1.0,,"{'model__regressor__n_estimators': 400, 'model__regressor__min_samples_leaf': 2, 'model__regressor__max_features': 1.0, 'model__regressor__max_depth': None}",-0.45408614492535077,-0.10327105183497624,-0.15768998740908785,-0.24113782281010765,-0.24627540939457798,-0.24049208327482008,0.11945047974964197,10
0.23786382675170897,0.0043099639483307325,0.005161857604980469,4.979846755684035e-05,200,4,1.0,8,"{'model__regressor__n_estimators': 200, 'model__regressor__min_samples_leaf': 4, 'model__regressor__max_features': 1.0, 'model__regressor__max_depth': 8}",-0.44933384764453466,-0.1432077633839518,-0.1659125862197911,-0.1981293909301465,-0.2528163601542055,-0.24187998966652594,0.11007095611939943,13
0.2452777862548828,0.004244989959090107,0.005262994766235351,3.50598877902745e-05,200,1,0.5,,"{'model__regressor__n_estimators': 200, 'model__regressor__min_samples_leaf': 1, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': None}",-0.45060611398475303,-0.0935783709914056,-0.14783366374176746,-0.2934086610275442,-0.23090431786263238,-0.24326622552162055,0.12423424454558699,15
0.15763602256774903,0.0017257032855661836,0.005142068862915039,2.657125593643075e-05,200,4,0.5,,"{'model__regressor__n_estimators': 200, 'model__regressor__min_samples_leaf': 4, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': None}",-0.4483060568143717,-0.12217908264210452,-0.16495678984964174,-0.1621393670668564,-0.2636510347549085,-0.23224646622557654,0.11766539715485697,5
0.30748982429504396,0.002978454557094724,0.007595968246459961,2.5062952953043873e-05,400,4,0.5,8,"{'model__regressor__n_estimators': 400, 'model__regressor__min_samples_leaf': 4, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': 8}",-0.446179722385008,-0.13216564818778964,-0.16423237612711947,-0.16221068367709765,-0.2586637261124827,-0.2326904312978995,0.11490119373983329,6
0.28099513053894043,0.00837215851622957,0.007622718811035156,0.0001678132842176652,400,2,0.5,4,"{'model__regressor__n_estimators': 400, 'model__regressor__min_samples_leaf': 2, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': 4}",-0.4524692307694228,-0.09982053228936306,-0.15183934036934327,-0.19348051206779562,-0.24883180181130196,-0.22928828346144536,0.12184754262815246,1
0.436447286605835,0.028367100970868066,0.007749700546264648,0.00030376082459869025,400,1,1.0,4,"{'model__regressor__n_estimators': 400, 'model__regressor__min_samples_leaf': 1, 'model__regressor__max_features': 1.0, 'model__regressor__max_depth': 4}",-0.45037709531591635,-0.06540627984907658,-0.1669246859929721,-0.33459688624025463,-0.23324938185718622,-0.25011086585108117,0.13308980769187084,20
0.31062607765197753,0.003624793636208174,0.007632637023925781,3.278150556793159e-05,400,4,0.5,,"{'model__regressor__n_estimators': 400, 'model__regressor__min_samples_leaf': 4, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': None}",-0.44628542919854713,-0.13229581046783226,-0.1641872954320438,-0.1621753342875973,-0.25853942472108515,-0.23269665882142113,0.1149218271841346,7
0.4759982585906982,0.007479407877048092,0.007635879516601563,3.5851495713011254e-05,400,4,1.0,,"{'model__regressor__n_estimators': 400, 'model__regressor__min_samples_leaf': 4, 'model__regressor__max_features': 1.0, 'model__regressor__max_depth': None}",-0.4488829940959464,-0.14402393135459005,-0.16615663241137482,-0.19674244522604345,-0.25083151564576933,-0.24132750374674483,0.10979624798431203,11
0.48646068572998047,0.006443828094741558,0.008098888397216796,0.0002398831872233402,400,1,0.5,,"{'model__regressor__n_estimators': 400, 'model__regressor__min_samples_leaf': 1, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': None}",-0.4501809563207408,-0.1008244974104761,-0.1509944240186333,-0.2862768903567994,-0.23108019217143375,-0.24387139205561667,0.12133756437911129,17
