Taxon,mean_relative_abundance_percent,domain,rank,selected
Trueperella,7.857142857142857e-05,BAC,Genus,False
possible_genus_03,7.857142857142857e-05,BAC,Genus,False
Brevinema,7.142857142857143e-05,BAC,Genus,False
Eubacterium,7.142857142857143e-05,BAC,Genus,False
Luteibacter,7.142857142857143e-05,BAC,Genus,False
Rickettsiella,7.142857142857143e-05,BAC,Genus,False
Desulfurispora,6.428571428571427e-05,BAC,Genus,False
bacteriap25,6.428571428571427e-05,BAC,Genus,False
DG-20,5.714285714285714e-05,BAC,Genus,False
Haemophilus,5.714285714285714e-05,BAC,Genus,False
KD3-10,5.714285714285714e-05,BAC,Genus,False
Marinicella,5.714285714285714e-05,BAC,Genus,False
Moryella,5.714285714285714e-05,BAC,Genus,False
Oikopleura,5.714285714285714e-05,BAC,Genus,False
Senegalimassilia,5.714285714285714e-05,BAC,Genus,False
Telmatospirillum,5.714285714285714e-05,BAC,Genus,False
Lineage_IIa,5e-05,BAC,Genus,False
Parcubacteria,5e-05,BAC,Genus,False
Terasakiellaceae,5e-05,BAC,Genus,False
Victivallis,5e-05,BAC,Genus,False
mle1-7,5e-05,BAC,Genus,False
Arsenicicoccus,4.2857142857142856e-05,BAC,Genus,False
Desulfomonile,4.2857142857142856e-05,BAC,Genus,False
Mariniradius,4.2857142857142856e-05,BAC,Genus,False
Parvibaculum,4.2857142857142856e-05,BAC,Genus,False
Thermanaerovibrio,4.2857142857142856e-05,BAC,Genus,False
UCG-011,4.2857142857142856e-05,BAC,Genus,False
Alloprevotella,3.571428571428572e-05,BAC,Genus,False
Candidatus_Bealeia,3.571428571428572e-05,BAC,Genus,False
Candidatus_Tammella,3.571428571428572e-05,BAC,Genus,False
MVP-88,3.571428571428572e-05,BAC,Genus,False
Photobacterium,3.571428571428572e-05,BAC,Genus,False
koll11,3.571428571428572e-05,BAC,Genus,False
BD7-11,2.857142857142857e-05,BAC,Genus,False
Caldalkalibacillus,2.857142857142857e-05,BAC,Genus,False
Prosthecomicrobium,2.1428571428571428e-05,BAC,Genus,False
Rhodoblastus,2.1428571428571428e-05,BAC,Genus,False
SEEP-SRB1,1.4285714285714285e-05,BAC,Genus,False
Pelosinus,7.142857142857143e-06,BAC,Genus,False
