Model,FPR,TPR
XGBoost,0.007874015748031496,0.0
XGBoost,0.015748031496062992,0.0
XGBoost,0.015748031496062992,0.3076923076923077
XGBoost,0.03937007874015748,0.3076923076923077
XGBoost,0.03937007874015748,0.38461538461538464
XGBoost,0.05511811023622047,0.38461538461538464
XGBoost,0.05511811023622047,0.46153846153846156
XGBoost,0.07086614173228346,0.46153846153846156
XGBoost,0.07086614173228346,0.5384615384615384
XGBoost,0.16535433070866143,0.5384615384615384
XGBoost,0.16535433070866143,0.6153846153846154
XGBoost,0.1889763779527559,0.6153846153846154
XGBoost,0.1889763779527559,0.6923076923076923
XGBoost,0.1968503937007874,0.6923076923076923
XGBoost,0.1968503937007874,0.8461538461538461
XGBoost,0.5275590551181102,0.8461538461538461
XGBoost,0.5275590551181102,0.9230769230769231
XGBoost,0.5433070866141733,0.9230769230769231
XGBoost,0.5511811023622047,1.0
XGBoost,0.6377952755905512,1.0
XGBoost,0.6614173228346457,1.0
XGBoost,0.7007874015748031,1.0
XGBoost,0.7322834645669292,1.0
XGBoost,0.8110236220472441,1.0
XGBoost,0.8267716535433071,1.0
XGBoost,0.8503937007874016,1.0
XGBoost,0.8740157480314961,1.0
XGBoost,0.8976377952755905,1.0
XGBoost,1.0,1.0
GLMNET,0.0,0.0
GLMNET,0.0,0.07692307692307693
GLMNET,0.015748031496062992,0.07692307692307693
GLMNET,0.015748031496062992,0.15384615384615385
GLMNET,0.023622047244094488,0.15384615384615385
GLMNET,0.023622047244094488,0.3076923076923077
GLMNET,0.03937007874015748,0.3076923076923077
GLMNET,0.03937007874015748,0.38461538461538464
GLMNET,0.05511811023622047,0.38461538461538464
GLMNET,0.05511811023622047,0.46153846153846156
GLMNET,0.10236220472440945,0.46153846153846156
GLMNET,0.10236220472440945,0.5384615384615384
GLMNET,0.12598425196850394,0.5384615384615384
GLMNET,0.12598425196850394,0.6153846153846154
GLMNET,0.16535433070866143,0.6153846153846154
GLMNET,0.16535433070866143,0.6923076923076923
GLMNET,0.1889763779527559,0.6923076923076923
GLMNET,0.1889763779527559,0.7692307692307693
GLMNET,0.33070866141732286,0.7692307692307693
GLMNET,0.33070866141732286,0.8461538461538461
GLMNET,0.4015748031496063,0.8461538461538461
GLMNET,0.4015748031496063,0.9230769230769231
GLMNET,0.6929133858267716,0.9230769230769231
GLMNET,0.6929133858267716,1.0
GLMNET,1.0,1.0
