SampleID,BAC_O::0319-6G20,BAC_O::053A03-B-DI-P58,BAC_O::1-20,BAC_O::113B434,BAC_O::Absconditabacteriales_(SR1),BAC_O::Acetobacterales,BAC_O::Acetothermiia,BAC_O::Acholeplasmatales,BAC_O::Acidaminococcales,BAC_O::Acidobacteriae,BAC_O::Actinomarinales,BAC_O::Actinomycetales,BAC_O::Aeromonadales,BAC_O::Alteromonadales,BAC_O::Aminicenantales,BAC_O::Anaerolineales,BAC_O::Ardenticatenales,BAC_O::Arenicellales,BAC_O::B55-F-B-G02,BAC_O::BRH-c20a,BAC_O::Babeliales,BAC_O::Bacillales,BAC_O::Bacteriovoracales,BAC_O::Bacteroidales,BAC_O::Bacteroidetes_VC2.1_Bac22,BAC_O::Bdellovibrionales,BAC_O::Berkelbacteria,BAC_O::Bifidobacteriales,BAC_O::Blastocatellales,BAC_O::Brachyspirales,BAC_O::Bradymonadales,BAC_O::Bryobacterales,BAC_O::Burkholderiales,BAC_O::C10-SB1A,BAC_O::CCM19a,BAC_O::CK-2C2-2,BAC_O::Caldatribacteriales,BAC_O::Caldicoprobacterales,BAC_O::Caldilineales,BAC_O::Caldisericales,BAC_O::Calditrichales,BAC_O::Campylobacterales,BAC_O::Candidatus_Falkowbacteria,BAC_O::Candidatus_Magasanikbacteria,BAC_O::Candidatus_Peregrinibacteria,BAC_O::Candidatus_Shapirobacteria,BAC_O::Cardiobacteriales,BAC_O::Caulobacterales,BAC_O::Cellvibrionales,BAC_O::Chitinophagales,BAC_O::Chlamydiales,BAC_O::Christensenellales,BAC_O::Chthoniobacterales,BAC_O::Chthonomonadales,BAC_O::Cloacimonadales,BAC_O::Clostridia,BAC_O::Clostridia_UCG-014,BAC_O::Clostridiales,BAC_O::Competibacterales,BAC_O::Coprothermobacterales,BAC_O::Coriobacteriales,BAC_O::Corynebacteriales,BAC_O::Cytophagales,BAC_O::D8A-2,BAC_O::DS-100,BAC_O::DTU014,BAC_O::Dadabacteriales,BAC_O::Defluviicoccales,BAC_O::Deinococcales,BAC_O::Desulfitibacterales,BAC_O::Desulfitobacteriales,BAC_O::Desulfobacterales,BAC_O::Desulfobulbales,BAC_O::Desulfotomaculales,BAC_O::Desulfovibrionales,BAC_O::Desulfuromonadia,BAC_O::Dethiobacterales,BAC_O::Diplorickettsiales,BAC_O::Dongiales,BAC_O::Ectothiorhodospirales,BAC_O::Elsterales,BAC_O::Endomicrobiales,BAC_O::Enterobacterales,BAC_O::Erysipelotrichales,BAC_O::Eubacteriales,BAC_O::Fermentibacterales,BAC_O::Fibrobacterales,BAC_O::Fimbriimonadales,BAC_O::Flavobacteriales,BAC_O::Frankiales,BAC_O::Fusobacteriales,BAC_O::Gaiellales,BAC_O::Gammaproteobacteria_Incertae_Sedis,BAC_O::Gemmatales,BAC_O::Gemmatimonadales,BAC_O::Geobacterales,BAC_O::HOC36,BAC_O::Halanaerobiales,BAC_O::Haliangiales,BAC_O::Holophagales,BAC_O::Hydrogenedentiales,BAC_O::Hydrothermae,BAC_O::IMCC26256,BAC_O::Ignavibacteriales,BAC_O::Incertae_Sedis,BAC_O::Isosphaerales,BAC_O::Izemoplasmatales,BAC_O::JG36-GS-52,BAC_O::JS1,BAC_O::KD4-96,BAC_O::Kapabacteriales,BAC_O::Kosmotogales,BAC_O::LCP-89,BAC_O::LD1-PA32,BAC_O::LD1-PB3,BAC_O::Lachnospirales,BAC_O::Lactobacillales,BAC_O::Latescibacterales,BAC_O::Latescibacterota,BAC_O::Legionellales,BAC_O::Leptospirales,BAC_O::Limnochordales,BAC_O::Limnochordia,BAC_O::Lineage_IV,BAC_O::M55-D21,BAC_O::MAT-CR-H4-C10,BAC_O::MBA03,BAC_O::MBNT15,BAC_O::MD2902-B12,BAC_O::MSBL9,BAC_O::MVP-15,BAC_O::Marinimicrobia_(SAR406_clade),BAC_O::Methylococcales,BAC_O::Micavibrionales,BAC_O::Micrococcales,BAC_O::Micropepsales,BAC_O::Microtrichales,BAC_O::MidBa8,BAC_O::Monoglobales,BAC_O::Moorellales,BAC_O::Myxococcales,BAC_O::NB1-j,BAC_O::NKB15,BAC_O::Nannocystales,BAC_O::Nitrosococcales,BAC_O::Nitrospirales,BAC_O::OLB14,BAC_O::OM190,BAC_O::OPB41,BAC_O::Obscuribacterales,BAC_O::Oceanospirillales,BAC_O::Oligosphaerales,BAC_O::Omnitrophales,BAC_O::Oscillospirales,BAC_O::PB19,BAC_O::PLTA13,BAC_O::PeM15,BAC_O::Pedosphaerales,BAC_O::Peptococcales,BAC_O::Peptostreptococcales-Tissierellales,BAC_O::Petrotogales,BAC_O::Phycisphaerales,BAC_O::Pirellulales,BAC_O::Pla3_lineage,BAC_O::Planctomycetales,BAC_O::Polyangiales,BAC_O::Propionibacteriales,BAC_O::Proteinivoracales,BAC_O::Pseudomonadales,BAC_O::RBG-13-54-9,BAC_O::RBG-16-55-12,BAC_O::RF39,BAC_O::Reyranellales,BAC_O::Rhizobiales,BAC_O::Rhodobacterales,BAC_O::Rhodospirillales,BAC_O::Rickettsiales,BAC_O::Rubrobacterales,BAC_O::Run-SP154,BAC_O::SBR1031,BAC_O::SJA-15,BAC_O::SJA-28,BAC_O::SM1A07,BAC_O::Saccharimonadales,BAC_O::Solibacterales,BAC_O::Solirubrobacterales,BAC_O::Sphingobacteriales,BAC_O::Sphingomonadales,BAC_O::Spirochaetales,BAC_O::Steroidobacterales,BAC_O::Sumerlaeales,BAC_O::Sva0485,BAC_O::Symbiobacteriales,BAC_O::Synergistales,BAC_O::Syntrophales,BAC_O::Syntrophobacterales,BAC_O::Syntrophomonadales,BAC_O::Syntrophorhabdales,BAC_O::TA06,BAC_O::Thermacetogeniales,BAC_O::Thermales,BAC_O::Thermoanaerobacterales,BAC_O::Thermoanaerobaculales,BAC_O::Thermotogales,BAC_O::Thermovenabulales,BAC_O::UASB-TL25,BAC_O::VHS-B3-70,BAC_O::Veillonellales-Selenomonadales,BAC_O::Verrucomicrobiales,BAC_O::Vibrionales,BAC_O::Vicinamibacterales,BAC_O::WCHB1-41,BAC_O::WCHB1-81,BAC_O::WD260,BAC_O::WPS-2,BAC_O::WS1,BAC_O::WWE3,BAC_O::Xanthomonadales,BAC_O::Zixibacteria,BAC_O::c5LKS83,BAC_O::unidentified,ARC_O::Aenigmarchaeales,ARC_O::Bathyarchaeia,ARC_O::LKM11,ARC_O::Lokiarchaeia,ARC_O::Methanofastidiosales,ARC_O::Methanomassiliicoccales,ARC_O::Methanomethyliales,ARC_O::Methanomicrobiales,ARC_O::Methanosarciniales,ARC_O::Micrarchaeales,ARC_O::Nitrososphaerales,ARC_O::Odinarchaeia,ARC_O::Rhinosporideacae,ARC_O::Teleostei,ARC_O::Veneroida,ARC_O::Woesearchaeales,ARC_O::unidentified
3-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.0,0.198,0.104,0.0,0.0,0.0,0.0,0.339,0.0,0.0,16.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.163,0.0,0.0,0.0,0.177,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399,0.0,1.131,0.0,2.93,0.0,0.0,16.878,1.79,0.0,0.0,0.116,0.0,0.0,0.0,0.0,0.271,0.0,4.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.0,0.0,0.0,0.0,0.0,0.5930000000000001,0.0,0.297,0.0,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.846,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.426,0.0,0.124,0.0,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.897,0.0,0.0,0.0,0.585,0.0,2.369,2.058,0.0,0.0,0.165,0.144,0.0,0.0,0.0,0.481,0.0,0.0,0.0,0.0,0.466,0.189,0.0,0.0,0.0,0.0,0.295,0.228,0.247,0.0,0.0,0.0,0.0,14.602,0.0,0.948,0.0,0.389,0.0,0.0,2.526,7.923,0.133,0.879,1.48,0.0,0.0,0.0,0.0,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.106,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.553,0.0,0.328,0.0,0.0,13.991,1.333,0.0,28.212,29.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.948
4-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.329,0.423,0.0,0.0,0.0,0.0,0.712,0.0,0.0,18.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.023,0.0,0.0,0.0,0.422,0.0,0.11,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.79,0.0,2.836,0.0,0.0,11.229,2.528,0.0,0.166,0.183,0.0,0.0,0.0,0.0,0.126,0.0,4.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.359,0.0,0.376,0.0,0.233,0.0,0.0,0.0,0.0,0.592,0.127,0.0,0.0,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.9039999999999999,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898,0.0,0.0,0.0,0.592,0.0,2.754,5.241000000000001,0.0,0.0,0.136,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5519999999999999,0.232,0.0,0.0,0.0,0.0,0.2,0.12,0.246,0.0,0.0,0.0,0.0,7.455,0.15,1.24,0.0,0.226,0.0,0.0,5.995,11.019,0.242,1.53,1.622,0.0,0.0,0.0,0.0,0.316,0.0,0.0,0.0,0.0,0.163,0.0,0.0,0.0,0.402,0.0,0.0,0.0,0.126,0.0,0.366,0.0,0.0,0.306,0.0,0.0,0.0,0.0,14.451,1.651,0.0,30.826,53.07299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.314,0.0,0.0,0.0,0.0,0.376,0.0,0.543,1.89,0.0,1.422,0.0,0.0,0.0,0.0,0.0,0.122,28.22,0.0,0.0,0.0,0.633,0.0,0.228,0.5579999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.892,12.651,0.0,0.219,0.323,0.0,10.038,1.352,0.226,0.0,0.0,0.687,0.0,0.0,1.082,0.468,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.102,0.307,0.0,0.0,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,0.0,2.499,0.278,0.0,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.341,0.0,0.0,0.269,0.459,0.0,0.0,0.612,0.0,1.441,0.0,0.0,0.0,0.0,0.332,0.113,0.0,0.0,0.3679999999999999,0.0,0.0,0.0,0.0,0.437,0.601,0.112,0.235,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,5.543,0.75,1.374,0.0,0.0,0.0,0.0,0.422,0.32,0.0,0.235,0.203,0.0,0.0,0.0,0.0,0.0,0.289,0.0,0.0,0.0,0.104,1.582,0.0,0.154,0.185,0.0,0.0,0.104,0.0,0.0,9.652999999999999,0.0,0.0,0.391,0.0,0.267,0.0,0.0,1.147,2.568,0.0,34.922,57.105,0.0,0.141,0.0,0.0,0.0,0.0,0.246,3.601
2-16,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.151,0.0,0.0,0.104,0.322,0.0,2.065,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.726,0.147,0.0,0.0,0.0,0.0,0.0,0.126,0.0,17.458,0.0,0.0,0.0,1.814,0.0,0.405,2.548,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.595,4.916,0.0,0.311,0.0,0.0,15.55,0.67,0.0,0.126,0.0,2.406,0.0,0.0,0.53,0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.114,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.114,0.492,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.252,0.883,0.0,0.0,0.0,0.6749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.239,0.0,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.123,0.175,0.0,0.0,0.0,0.845,0.0,0.0,0.717,2.598,0.163,0.0,0.232,0.0,1.258,0.0,0.0,0.148,0.0,0.334,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.428,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,14.1,0.251,2.456,0.0,0.0,0.0,0.0,0.982,2.566,0.0,0.26,0.488,0.0,0.0,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.4330000000000001,0.0,0.0,0.223,0.256,0.0,0.152,0.0,0.0,2.386,0.0,0.0,1.567,0.0,0.159,0.0,0.0,0.297,1.378,0.0,22.7,74.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604
3-16,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,1.036,0.0,0.0,0.16,1.332,0.0,1.795,1.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.232,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.12,6.712,0.0,0.0,0.0,1.262,0.0,0.0,1.853,0.0,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.134,25.498,2.485,0.0,0.0,0.0,1.013,0.0,0.0,0.0,0.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.558,0.0,0.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.422,0.683,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.641999999999999,0.0,0.0,0.0,1.013,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.174,1.052,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,2.825,0.0,8.922,0.0,0.0,0.0,0.0,1.041,0.261,0.134,1.395,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.299,0.0,0.0,0.0,0.39,0.207,0.0,0.0,0.157,0.0,0.0,0.0,0.0,0.898,0.0,0.0,0.0,0.0,8.628,5.457,0.0,42.429,41.02799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.458
4-16,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.478,0.0,0.0,0.0,0.403,0.0,4.573,1.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.948,0.0,0.0,0.0,0.6499999999999999,0.0,0.0,1.498,0.0,0.412,0.11,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,1.977,0.0,0.0,9.464,7.098,0.0,0.246,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.12,0.0,0.0,0.0,0.491,0.0,1.465,0.0,0.0,0.0,0.0,0.127,0.0,0.0,0.0,0.153,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.868,5.058000000000001,0.591,0.0,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.0,0.0,0.0,0.438,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.0,4.826,0.0,0.0,0.0,0.516,0.0,0.435,0.146,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.221,0.6399999999999999,0.0,0.0,0.0,0.0,0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.584,0.0,0.6779999999999999,0.0,0.0,0.0,0.0,2.425,1.715,0.37,2.687,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.841,0.0,0.0,0.0,1.134,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,9.338,0.0,0.0,53.303,37.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.352,0.0,16.667,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.938,0.0,0.0,0.0,0.118,1.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.13,1.075,0.0,2.477,0.0,0.0,10.807,24.889,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.9970000000000001,0.0,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.309,0.124,0.0,2.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.331,0.0,0.0,0.416,0.0,0.0,0.127,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.342,0.274,0.0,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503,0.0,0.0,0.0,0.15,0.107,3.568,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.9279999999999999,0.0,0.0,0.0,0.0,0.338,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052,0.0,1.238,0.0,0.0,0.0,0.0,1.231,3.939,0.0,2.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.0,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.3,0.0,0.306,0.0,0.0,17.117,0.904,0.0,29.238,48.658,0.0,0.0,0.0,0.0,0.0,0.0,0.106,3.633
2-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.0,0.0,0.0,0.254,0.539,0.0,17.118,0.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.917,0.0,0.0,0.0,0.0,0.892,0.0,0.0,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.126,0.0,1.172,0.0,2.838,0.0,0.0,16.382,18.341,0.204,0.0,0.0,0.0,0.0,0.0,0.132,0.296,0.117,0.724,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.215,0.162,0.0,0.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.235,0.128,0.0,0.834,0.112,0.0,0.111,0.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.472,0.0,0.118,0.0,0.0,0.0,0.0,0.227,0.357,0.0,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.184,0.0,0.199,0.179,3.638,0.142,0.0,0.326,0.0,0.0,0.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.317,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.0,0.165,0.0,0.0,7.238,0.0,1.55,0.0,0.0,0.0,0.0,1.182,2.568000000000001,0.0,2.36,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.399,0.0,0.0,0.898,0.0,0.0,0.0,0.0,25.441,2.16,0.0,27.932,42.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.718
3-17,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0,15.25,1.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.709,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,1.447,0.0,3.971,0.0,0.0,24.841,20.581,2.138,0.0,0.0,0.0,0.0,0.0,0.116,0.257,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.158,0.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.327,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.327,0.0,0.182,0.0,0.0,0.0,0.0,0.533,0.149,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.058,0.0,0.0,0.0,0.0,0.0,4.606,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.18,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156,0.0,1.444,0.0,0.0,0.0,0.0,1.455,1.714,0.0,1.896,0.106,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.204,0.0,0.575,0.0,0.0,21.941,2.716,0.0,39.317,25.82,1.53,0.0,0.0,0.0,0.0,0.0,0.0,8.101
4-17,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.587,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0,0.193,0.0,14.97,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.474,0.0,0.0,0.0,0.0,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.741,1.96,0.0,4.285,0.0,0.0,20.735,18.766,0.552,0.0,0.163,0.0,0.0,0.0,0.0,0.13,0.0,0.302,0.0,0.0,0.0,0.122,0.0,0.0,0.112,0.187,0.116,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.242,0.0,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.258,0.0,0.5910000000000001,0.0,0.0,0.0,0.145,0.496,0.593,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.124,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.815,0.0,0.0,0.0,0.0,0.0,6.282999999999999,0.0,0.0,0.196,0.0,0.0,0.0,0.0,0.0,0.219,0.0,0.0,0.0,0.0,0.434,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.2,0.0,0.0,3.173,0.29,1.6,0.0,0.0,0.0,0.0,1.156,0.298,0.0,1.431,0.228,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.756,0.0,0.0,0.0,0.0,0.0,0.8089999999999999,0.0,0.0,0.604,0.0,0.296,0.0,0.0,11.957,1.289,0.0,34.78599999999999,49.84999999999999,1.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
