fold,feature
2,BAC_G::Pirellula
2,BAC_G::Pla3_lineage
2,BAC_G::Planctomicrobium
2,BAC_G::Planctopirus
2,BAC_G::Prevotella
2,BAC_G::Prevotellaceae_UCG-001
2,BAC_G::Prevotellaceae_UCG-004
2,BAC_G::Propionispira
2,BAC_G::Propionivibrio
2,BAC_G::Proteiniborus
2,BAC_G::Proteiniphilum
2,BAC_G::Proteocatella
2,BAC_G::Pseudarcobacter
2,BAC_G::Pseudobacteroides
2,BAC_G::Pseudomonas
2,BAC_G::Pseudoscardovia
2,BAC_G::Pseudoxanthomonas
2,BAC_G::Psychrobacter
2,BAC_G::RBG-13-54-9
2,BAC_G::RBG-16-49-21
2,BAC_G::RBG-16-55-12
2,BAC_G::Reyranella
2,BAC_G::Rhizobacter
2,BAC_G::Rhodanobacter
2,BAC_G::Rhodobacter
2,BAC_G::Rhodoferax
2,BAC_G::Rivicola
2,BAC_G::Roseimarinus
2,BAC_G::Roseomonas
2,BAC_G::Rubellimicrobium
2,BAC_G::Ruminiclostridium
2,BAC_G::Ruminococcus
2,BAC_G::Ruminofilibacter
2,BAC_G::Run-SP154
2,BAC_G::S15A-MN91
2,BAC_G::SB-5
2,BAC_G::SBR1031
2,BAC_G::SC-I-84
2,BAC_G::SC103
2,BAC_G::SH-PL14
2,BAC_G::SJA-15
2,BAC_G::SJA-28
2,BAC_G::SM1A02
2,BAC_G::SM1A07
2,BAC_G::SRB2
2,BAC_G::ST-12K33
2,BAC_G::SWB02
2,BAC_G::Saccharimonadales
2,BAC_G::Saccharofermentans
2,BAC_G::Sedimentibacter
2,BAC_G::Shinella
2,BAC_G::Shuttleworthia
2,BAC_G::Simplicispira
2,BAC_G::Smithella
2,BAC_G::Soehngenia
2,BAC_G::Sphaerochaeta
2,BAC_G::Sphingopyxis
2,BAC_G::Spirochaeta
2,BAC_G::Sporanaerobacter
2,BAC_G::Sterolibacterium
2,BAC_G::Streptococcus
2,BAC_G::Succiniclasticum
2,BAC_G::Sulfuritalea
2,BAC_G::Sumerlaea
2,BAC_G::Sva0485
2,BAC_G::Symbiobacterium
2,BAC_G::Syner-01
2,BAC_G::Syntrophaceticus
2,BAC_G::Syntrophobacter
2,BAC_G::Syntrophococcus
2,BAC_G::Syntrophomonas
2,BAC_G::Syntrophorhabdus
2,BAC_G::Syntrophotalea
2,BAC_G::Syntrophothermus
2,BAC_G::Syntrophus
2,BAC_G::TA06
2,BAC_G::TTA-B1
2,BAC_G::Taibaiella
2,BAC_G::Tepidanaerobacter
2,BAC_G::Tepidimicrobium
2,BAC_G::Terrimonas
2,BAC_G::Tetrasphaera
2,BAC_G::Thauera
2,BAC_G::Thermoanaerobaculum
2,BAC_G::Thermomonas
2,BAC_G::Thermovirga
2,BAC_G::Thiobacillus
2,BAC_G::Thioclava
2,BAC_G::Thiopseudomonas
2,BAC_G::Tissierella
2,BAC_G::Tolumonas
