feature,taxon,domain,taxonomic_level,samples_above_0_1_percent,training_samples_above_0_1_percent,included_in_final_matrix
BAC_G::Ruminococcus,Ruminococcus,Bacteria,Genus,47,38,True
BAC_G::Ruminofilibacter,Ruminofilibacter,Bacteria,Genus,13,12,True
BAC_G::Run-SP154,Run-SP154,Bacteria,Genus,20,12,True
BAC_G::S15A-MN91,S15A-MN91,Bacteria,Genus,22,18,True
BAC_G::SB-5,SB-5,Bacteria,Genus,18,13,True
BAC_G::SBR1031,SBR1031,Bacteria,Genus,69,49,True
BAC_G::SC-I-84,SC-I-84,Bacteria,Genus,60,48,True
BAC_G::SC103,SC103,Bacteria,Genus,66,51,True
BAC_G::SH-PL14,SH-PL14,Bacteria,Genus,11,4,True
BAC_G::SHA-41,SHA-41,Bacteria,Genus,1,1,True
BAC_G::SJA-15,SJA-15,Bacteria,Genus,50,31,True
BAC_G::SJA-28,SJA-28,Bacteria,Genus,70,53,True
BAC_G::SM1A02,SM1A02,Bacteria,Genus,3,2,True
BAC_G::SM1A07,SM1A07,Bacteria,Genus,1,1,True
BAC_G::SN8,SN8,Bacteria,Genus,1,1,True
BAC_G::SRB2,SRB2,Bacteria,Genus,14,13,True
BAC_G::ST-12K33,ST-12K33,Bacteria,Genus,81,69,True
BAC_G::SWB02,SWB02,Bacteria,Genus,28,26,True
BAC_G::Saccharimonadales,Saccharimonadales,Bacteria,Genus,24,18,True
BAC_G::Saccharofermentans,Saccharofermentans,Bacteria,Genus,42,30,True
BAC_G::Sedimentibacter,Sedimentibacter,Bacteria,Genus,129,104,True
BAC_G::Serratia,Serratia,Bacteria,Genus,2,1,True
BAC_G::Shinella,Shinella,Bacteria,Genus,6,6,True
BAC_G::Shuttleworthia,Shuttleworthia,Bacteria,Genus,6,6,True
BAC_G::Simplicispira,Simplicispira,Bacteria,Genus,11,9,True
BAC_G::Smithella,Smithella,Bacteria,Genus,84,62,True
BAC_G::Soehngenia,Soehngenia,Bacteria,Genus,9,7,True
BAC_G::Sphaerochaeta,Sphaerochaeta,Bacteria,Genus,68,58,True
BAC_G::Sphingobacterium,Sphingobacterium,Bacteria,Genus,1,1,True
BAC_G::Sphingomonas,Sphingomonas,Bacteria,Genus,3,2,True
BAC_G::Sphingopyxis,Sphingopyxis,Bacteria,Genus,2,2,True
BAC_G::Spirochaeta,Spirochaeta,Bacteria,Genus,5,4,True
BAC_G::Sporanaerobacter,Sporanaerobacter,Bacteria,Genus,3,3,True
BAC_G::Stenotrophomonas,Stenotrophomonas,Bacteria,Genus,4,3,True
BAC_G::Sterolibacterium,Sterolibacterium,Bacteria,Genus,3,3,True
BAC_G::Streptococcus,Streptococcus,Bacteria,Genus,32,27,True
BAC_G::Succiniclasticum,Succiniclasticum,Bacteria,Genus,9,9,True
BAC_G::Sulfuritalea,Sulfuritalea,Bacteria,Genus,18,13,True
BAC_G::Sumerlaea,Sumerlaea,Bacteria,Genus,14,11,True
BAC_G::Sutterella,Sutterella,Bacteria,Genus,1,1,True
BAC_G::Sva0485,Sva0485,Bacteria,Genus,8,2,True
BAC_G::Symbiobacterium,Symbiobacterium,Bacteria,Genus,4,4,True
BAC_G::Syner-01,Syner-01,Bacteria,Genus,43,38,True
BAC_G::Syntrophaceticus,Syntrophaceticus,Bacteria,Genus,27,27,True
BAC_G::Syntrophobacter,Syntrophobacter,Bacteria,Genus,45,29,True
BAC_G::Syntrophococcus,Syntrophococcus,Bacteria,Genus,8,8,True
BAC_G::Syntrophomonas,Syntrophomonas,Bacteria,Genus,126,102,True
BAC_G::Syntrophorhabdus,Syntrophorhabdus,Bacteria,Genus,80,60,True
BAC_G::Syntrophotalea,Syntrophotalea,Bacteria,Genus,8,8,True
BAC_G::Syntrophothermus,Syntrophothermus,Bacteria,Genus,14,14,True
BAC_G::Syntrophus,Syntrophus,Bacteria,Genus,40,27,True
BAC_G::TA06,TA06,Bacteria,Genus,8,4,True
BAC_G::TPD-58,TPD-58,Bacteria,Genus,3,1,True
BAC_G::TTA-B1,TTA-B1,Bacteria,Genus,10,4,True
BAC_G::Taibaiella,Taibaiella,Bacteria,Genus,1,1,True
BAC_G::Tepidanaerobacter,Tepidanaerobacter,Bacteria,Genus,23,23,True
BAC_G::Tepidimicrobium,Tepidimicrobium,Bacteria,Genus,25,24,True
BAC_G::Terrimonas,Terrimonas,Bacteria,Genus,43,32,True
BAC_G::Tetrasphaera,Tetrasphaera,Bacteria,Genus,55,41,True
BAC_G::Thauera,Thauera,Bacteria,Genus,48,34,True
BAC_G::Thermoanaerobaculum,Thermoanaerobaculum,Bacteria,Genus,18,13,True
BAC_G::Thermomonas,Thermomonas,Bacteria,Genus,54,41,True
BAC_G::Thermovirga,Thermovirga,Bacteria,Genus,78,58,True
BAC_G::Thermus,Thermus,Bacteria,Genus,3,3,True
BAC_G::Thiobacillus,Thiobacillus,Bacteria,Genus,1,1,True
BAC_G::Thioclava,Thioclava,Bacteria,Genus,6,5,True
BAC_G::Thiopseudomonas,Thiopseudomonas,Bacteria,Genus,5,3,True
BAC_G::Tissierella,Tissierella,Bacteria,Genus,53,44,True
BAC_G::Tolumonas,Tolumonas,Bacteria,Genus,19,11,True
BAC_G::Treponema,Treponema,Bacteria,Genus,43,36,True
BAC_G::Trichococcus,Trichococcus,Bacteria,Genus,24,17,True
BAC_G::Truepera,Truepera,Bacteria,Genus,2,1,True
BAC_G::Turneriella,Turneriella,Bacteria,Genus,1,1,True
BAC_G::U29-B03,U29-B03,Bacteria,Genus,5,5,True
BAC_G::UCG-002,UCG-002,Bacteria,Genus,6,4,True
BAC_G::UCG-004,UCG-004,Bacteria,Genus,20,18,True
BAC_G::UCG-009,UCG-009,Bacteria,Genus,1,1,True
BAC_G::UCG-010,UCG-010,Bacteria,Genus,72,64,True
BAC_G::UCG-012,UCG-012,Bacteria,Genus,5,5,True
BAC_G::Uliginosibacterium,Uliginosibacterium,Bacteria,Genus,2,2,True
BAC_G::Uruburuella,Uruburuella,Bacteria,Genus,2,1,True
BAC_G::Vermiphilaceae,Vermiphilaceae,Bacteria,Genus,4,3,True
BAC_G::Vibrio,Vibrio,Bacteria,Genus,1,1,True
BAC_G::Vulcanibacillus,Vulcanibacillus,Bacteria,Genus,10,7,True
BAC_G::W27,W27,Bacteria,Genus,90,79,True
BAC_G::W5,W5,Bacteria,Genus,70,58,True
BAC_G::W5053,W5053,Bacteria,Genus,45,35,True
BAC_G::WCHB1-02,WCHB1-02,Bacteria,Genus,79,62,True
BAC_G::WCHB1-41,WCHB1-41,Bacteria,Genus,106,83,True
BAC_G::WCHB1-81,WCHB1-81,Bacteria,Genus,39,27,True
BAC_G::WPS-2,WPS-2,Bacteria,Genus,4,3,True
BAC_G::WS1,WS1,Bacteria,Genus,47,37,True
BAC_G::WWE3,WWE3,Bacteria,Genus,3,2,True
BAC_G::Weissella,Weissella,Bacteria,Genus,5,5,True
BAC_G::Wohlfahrtiimonas,Wohlfahrtiimonas,Bacteria,Genus,1,1,True
BAC_G::XBB1006,XBB1006,Bacteria,Genus,6,2,True
BAC_G::Z20,Z20,Bacteria,Genus,2,2,True
BAC_G::Z4MB62,Z4MB62,Bacteria,Genus,2,2,True
BAC_G::Zixibacteria,Zixibacteria,Bacteria,Genus,5,3,True
BAC_G::Zoogloea,Zoogloea,Bacteria,Genus,62,46,True
BAC_G::c5LKS83,c5LKS83,Bacteria,Genus,11,3,True
BAC_G::cvE6,cvE6,Bacteria,Genus,1,1,True
BAC_G::env.OPS_17,env.OPS_17,Bacteria,Genus,2,2,True
BAC_G::horsej-a03,horsej-a03,Bacteria,Genus,1,1,True
BAC_G::p-251-o5,p-251-o5,Bacteria,Genus,15,11,True
BAC_G::unidentified,unidentified,Bacteria,Genus,138,109,True
