scope,block,feature,taxon,training_top_count,evaluation_top_count
cv_1,BAC_G,BAC_G::Halocella,Halocella,1,0
cv_1,BAC_G,BAC_G::Hungateiclostridiaceae,Hungateiclostridiaceae,1,0
cv_1,BAC_G,BAC_G::Hydrogenedensaceae,Hydrogenedensaceae,2,0
cv_1,BAC_G,BAC_G::Irregularibacter,Irregularibacter,2,0
cv_1,BAC_G,BAC_G::Izemoplasmatales,Izemoplasmatales,4,4
cv_1,BAC_G,BAC_G::JS1,JS1,7,0
cv_1,BAC_G,BAC_G::Kapabacteriales,Kapabacteriales,1,0
cv_1,BAC_G,BAC_G::Keratinibaculum,Keratinibaculum,1,4
cv_1,BAC_G,BAC_G::LD1-PA32,LD1-PA32,7,0
cv_1,BAC_G,BAC_G::LD1-PB3,LD1-PB3,3,1
cv_1,BAC_G,BAC_G::LNR_A2-18,LNR_A2-18,4,0
cv_1,BAC_G,BAC_G::Lactobacillus,Lactobacillus,8,0
cv_1,BAC_G,BAC_G::Lautropia,Lautropia,2,0
cv_1,BAC_G,BAC_G::Lawsonella,Lawsonella,1,0
cv_1,BAC_G,BAC_G::Lentimicrobiaceae,Lentimicrobiaceae,11,2
cv_1,BAC_G,BAC_G::Lentimicrobium,Lentimicrobium,19,4
cv_1,BAC_G,BAC_G::Leptotrichia,Leptotrichia,1,1
cv_1,BAC_G,BAC_G::Leuconostoc,Leuconostoc,1,0
cv_1,BAC_G,BAC_G::Longilinea,Longilinea,1,0
cv_1,BAC_G,BAC_G::Luteimonas,Luteimonas,1,0
cv_1,BAC_G,BAC_G::Lutispora,Lutispora,5,0
cv_1,BAC_G,BAC_G::MBA03,MBA03,19,5
cv_1,BAC_G,BAC_G::MVP-15,MVP-15,4,0
cv_1,BAC_G,BAC_G::Macellibacteroides,Macellibacteroides,1,1
cv_1,BAC_G,BAC_G::Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),4,1
cv_1,BAC_G,BAC_G::Mariniphaga,Mariniphaga,2,0
cv_1,BAC_G,BAC_G::Megasphaera,Megasphaera,1,0
cv_1,BAC_G,BAC_G::Mesotoga,Mesotoga,19,3
cv_1,BAC_G,BAC_G::Methylotenera,Methylotenera,3,4
cv_1,BAC_G,BAC_G::MgMjR-022,MgMjR-022,1,0
cv_1,BAC_G,BAC_G::Myroides,Myroides,1,0
cv_1,BAC_G,BAC_G::OLB8,OLB8,3,2
cv_1,BAC_G,BAC_G::Olsenella,Olsenella,4,0
cv_1,BAC_G,BAC_G::Oscillospira,Oscillospira,1,0
cv_1,BAC_G,BAC_G::Paludibacter,Paludibacter,4,8
cv_1,BAC_G,BAC_G::Pantoea,Pantoea,3,0
cv_1,BAC_G,BAC_G::Paracoccus,Paracoccus,1,0
cv_1,BAC_G,BAC_G::Pedosphaeraceae,Pedosphaeraceae,1,0
cv_1,BAC_G,BAC_G::Pelotomaculum,Pelotomaculum,10,1
cv_1,BAC_G,BAC_G::Petrimonas,Petrimonas,8,0
cv_1,BAC_G,BAC_G::Prevotella,Prevotella,5,4
cv_1,BAC_G,BAC_G::Proteiniphilum,Proteiniphilum,26,7
cv_1,BAC_G,BAC_G::Pseudomonas,Pseudomonas,3,1
cv_1,BAC_G,BAC_G::Pseudoramibacter,Pseudoramibacter,1,0
cv_1,BAC_G,BAC_G::RBG-16-49-21,RBG-16-49-21,4,0
cv_1,BAC_G,BAC_G::Raoultibacter,Raoultibacter,1,0
cv_1,BAC_G,BAC_G::Rhodobacter,Rhodobacter,4,0
cv_1,BAC_G,BAC_G::Ruminiclostridium,Ruminiclostridium,4,1
cv_1,BAC_G,BAC_G::Ruminococcus,Ruminococcus,4,3
cv_1,BAC_G,BAC_G::SBR1031,SBR1031,16,8
cv_1,BAC_G,BAC_G::SC-I-84,SC-I-84,8,4
cv_1,BAC_G,BAC_G::SC103,SC103,21,9
cv_1,BAC_G,BAC_G::SJA-15,SJA-15,5,5
cv_1,BAC_G,BAC_G::SJA-28,SJA-28,5,3
cv_1,BAC_G,BAC_G::ST-12K33,ST-12K33,40,12
cv_1,BAC_G,BAC_G::Saccharofermentans,Saccharofermentans,3,2
cv_1,BAC_G,BAC_G::Sedimentibacter,Sedimentibacter,59,18
cv_1,BAC_G,BAC_G::Shuttleworthia,Shuttleworthia,1,0
cv_1,BAC_G,BAC_G::Simplicispira,Simplicispira,4,0
cv_1,BAC_G,BAC_G::Smithella,Smithella,36,13
cv_1,BAC_G,BAC_G::Sphaerochaeta,Sphaerochaeta,19,2
cv_1,BAC_G,BAC_G::Stenotrophomonas,Stenotrophomonas,3,0
cv_1,BAC_G,BAC_G::Streptococcus,Streptococcus,5,1
cv_1,BAC_G,BAC_G::Sutterella,Sutterella,1,0
cv_1,BAC_G,BAC_G::Syner-01,Syner-01,7,4
cv_1,BAC_G,BAC_G::Syntrophaceticus,Syntrophaceticus,9,4
cv_1,BAC_G,BAC_G::Syntrophobacter,Syntrophobacter,1,0
cv_1,BAC_G,BAC_G::Syntrophococcus,Syntrophococcus,5,0
cv_1,BAC_G,BAC_G::Syntrophomonas,Syntrophomonas,58,19
cv_1,BAC_G,BAC_G::Syntrophorhabdus,Syntrophorhabdus,23,8
cv_1,BAC_G,BAC_G::Syntrophus,Syntrophus,4,0
cv_1,BAC_G,BAC_G::Tepidimicrobium,Tepidimicrobium,9,2
cv_1,BAC_G,BAC_G::Tetrasphaera,Tetrasphaera,9,2
cv_1,BAC_G,BAC_G::Thauera,Thauera,7,2
cv_1,BAC_G,BAC_G::Thermoanaerobaculum,Thermoanaerobaculum,4,0
cv_1,BAC_G,BAC_G::Thermomonas,Thermomonas,11,0
cv_1,BAC_G,BAC_G::Thermovirga,Thermovirga,25,3
cv_1,BAC_G,BAC_G::Thermus,Thermus,2,0
cv_1,BAC_G,BAC_G::Tissierella,Tissierella,9,4
cv_1,BAC_G,BAC_G::Treponema,Treponema,2,0
cv_1,BAC_G,BAC_G::Truepera,Truepera,1,0
cv_1,BAC_G,BAC_G::UCG-010,UCG-010,11,2
cv_1,BAC_G,BAC_G::W27,W27,31,6
cv_1,BAC_G,BAC_G::W5,W5,19,8
cv_1,BAC_G,BAC_G::W5053,W5053,9,0
cv_1,BAC_G,BAC_G::WCHB1-02,WCHB1-02,10,0
cv_1,BAC_G,BAC_G::WCHB1-41,WCHB1-41,4,3
cv_1,BAC_G,BAC_G::WCHB1-81,WCHB1-81,1,0
cv_1,BAC_G,BAC_G::Zoogloea,Zoogloea,2,0
cv_1,BAC_G,BAC_G::unidentified,unidentified,85,24
cv_1,ARC_P,ARC_P::Aenigmarchaeota,Aenigmarchaeota,85,23
cv_1,ARC_P,ARC_P::Asgardarchaeota,Asgardarchaeota,85,24
cv_1,ARC_P,ARC_P::Crenarchaeota,Crenarchaeota,85,24
cv_1,ARC_P,ARC_P::Cryptomycota,Cryptomycota,84,23
cv_1,ARC_P,ARC_P::Euryarchaeota,Euryarchaeota,85,24
cv_1,ARC_P,ARC_P::Hadarchaeota,Hadarchaeota,74,19
cv_1,ARC_P,ARC_P::Halobacterota,Halobacterota,85,24
cv_1,ARC_P,ARC_P::Holozoa,Holozoa,48,13
cv_1,ARC_P,ARC_P::Iainarchaeota,Iainarchaeota,3,4
cv_1,ARC_P,ARC_P::Micrarchaeota,Micrarchaeota,14,6
cv_1,ARC_P,ARC_P::Mollusca,Mollusca,2,0
cv_1,ARC_P,ARC_P::Nanoarchaeota,Nanoarchaeota,37,14
cv_1,ARC_P,ARC_P::Thermoplasmatota,Thermoplasmatota,82,22
cv_1,ARC_P,ARC_P::Vertebrata,Vertebrata,1,0
cv_1,ARC_P,ARC_P::unidentified,unidentified,80,20
cv_1,ARC_G,ARC_G::Aenigmarchaeales,Aenigmarchaeales,77,19
cv_1,ARC_G,ARC_G::Bathyarchaeia,Bathyarchaeia,85,24
cv_1,ARC_G,ARC_G::Candidatus_Iainarchaeum,Candidatus_Iainarchaeum,70,18
cv_1,ARC_G,ARC_G::Candidatus_Methanofastidiosum,Candidatus_Methanofastidiosum,84,24
cv_1,ARC_G,ARC_G::Candidatus_Methanogranum,Candidatus_Methanogranum,69,17
cv_1,ARC_G,ARC_G::Candidatus_Methanomethylicus,Candidatus_Methanomethylicus,72,17
cv_1,ARC_G,ARC_G::Candidatus_Methanomethylophilus,Candidatus_Methanomethylophilus,52,13
cv_1,ARC_G,ARC_G::Candidatus_Methanoplasma,Candidatus_Methanoplasma,57,16
cv_1,ARC_G,ARC_G::Candidatus_Nitrocosmicus,Candidatus_Nitrocosmicus,36,15
cv_1,ARC_G,ARC_G::Hadarchaeales,Hadarchaeales,15,5
cv_1,ARC_G,ARC_G::LKM11,LKM11,9,2
cv_1,ARC_G,ARC_G::Lokiarchaeia,Lokiarchaeia,7,1
cv_1,ARC_G,ARC_G::Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1,2,1
cv_1,ARC_G,ARC_G::Methanimicrococcus,Methanimicrococcus,8,0
cv_1,ARC_G,ARC_G::Methanocorpusculum,Methanocorpusculum,23,5
cv_1,ARC_G,ARC_G::Methanoculleus,Methanoculleus,79,22
cv_1,ARC_G,ARC_G::Methanofollis,Methanofollis,5,0
cv_1,ARC_G,ARC_G::Methanogenium,Methanogenium,5,1
cv_1,ARC_G,ARC_G::Methanolacinia,Methanolacinia,1,0
cv_1,ARC_G,ARC_G::Methanolinea,Methanolinea,63,20
cv_1,ARC_G,ARC_G::Methanomassiliicoccus,Methanomassiliicoccus,72,22
cv_1,ARC_G,ARC_G::Methanomethylovorans,Methanomethylovorans,43,14
cv_1,ARC_G,ARC_G::Methanoregula,Methanoregula,15,8
cv_1,ARC_G,ARC_G::Methanosaeta,Methanosaeta,80,23
cv_1,ARC_G,ARC_G::Methanosarcina,Methanosarcina,50,9
cv_1,ARC_G,ARC_G::Methanosphaerula,Methanosphaerula,36,14
cv_1,ARC_G,ARC_G::Methanospirillum,Methanospirillum,76,23
cv_1,ARC_G,ARC_G::Micrarchaeales,Micrarchaeales,13,4
cv_1,ARC_G,ARC_G::Nitrososphaeraceae,Nitrososphaeraceae,4,0
cv_1,ARC_G,ARC_G::Rhinosporideacae,Rhinosporideacae,1,1
cv_1,ARC_G,ARC_G::RumEn_M2,RumEn_M2,19,5
cv_1,ARC_G,ARC_G::SCGC_AAA011-D5,SCGC_AAA011-D5,33,13
cv_1,ARC_G,ARC_G::Teleostei,Teleostei,1,0
cv_1,ARC_G,ARC_G::Veneroida,Veneroida,2,0
cv_1,ARC_G,ARC_G::Woesearchaeales,Woesearchaeales,12,3
cv_1,ARC_G,ARC_G::unidentified,unidentified,84,24
cv_2,BAC_P,BAC_P::Acetothermia,Acetothermia,1,0
cv_2,BAC_P,BAC_P::Acidobacteriota,Acidobacteriota,17,4
cv_2,BAC_P,BAC_P::Actinobacteriota,Actinobacteriota,51,16
cv_2,BAC_P,BAC_P::Armatimonadota,Armatimonadota,2,0
cv_2,BAC_P,BAC_P::Bacteroidota,Bacteroidota,90,19
cv_2,BAC_P,BAC_P::Bdellovibrionota,Bdellovibrionota,1,0
cv_2,BAC_P,BAC_P::Caldatribacteriota,Caldatribacteriota,28,11
cv_2,BAC_P,BAC_P::Caldisericota,Caldisericota,8,4
cv_2,BAC_P,BAC_P::Chloroflexi,Chloroflexi,45,7
cv_2,BAC_P,BAC_P::Cloacimonadota,Cloacimonadota,89,18
cv_2,BAC_P,BAC_P::Coprothermobacterota,Coprothermobacterota,3,4
cv_2,BAC_P,BAC_P::Dependentiae,Dependentiae,5,0
cv_2,BAC_P,BAC_P::Desulfobacterota,Desulfobacterota,65,8
cv_2,BAC_P,BAC_P::Elusimicrobiota,Elusimicrobiota,2,0
cv_2,BAC_P,BAC_P::Fermentibacterota,Fermentibacterota,8,0
cv_2,BAC_P,BAC_P::Fibrobacterota,Fibrobacterota,1,0
cv_2,BAC_P,BAC_P::Firmicutes,Firmicutes,90,19
cv_2,BAC_P,BAC_P::Halanaerobiaeota,Halanaerobiaeota,2,0
cv_2,BAC_P,BAC_P::Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),5,0
cv_2,BAC_P,BAC_P::Patescibacteria,Patescibacteria,15,0
cv_2,BAC_P,BAC_P::Planctomycetota,Planctomycetota,13,2
cv_2,BAC_P,BAC_P::Proteobacteria,Proteobacteria,77,15
cv_2,BAC_P,BAC_P::Spirochaetota,Spirochaetota,77,14
cv_2,BAC_P,BAC_P::Synergistota,Synergistota,78,15
cv_2,BAC_P,BAC_P::Thermotogota,Thermotogota,52,13
cv_2,BAC_P,BAC_P::Verrucomicrobiota,Verrucomicrobiota,61,9
cv_2,BAC_P,BAC_P::WS1,WS1,2,0
cv_2,BAC_P,BAC_P::unidentified,unidentified,12,4
cv_2,BAC_G,BAC_G::009E01-B-SD-P15,009E01-B-SD-P15,13,1
cv_2,BAC_G,BAC_G::AAP99,AAP99,3,1
cv_2,BAC_G,BAC_G::ADurb.Bin063-1,ADurb.Bin063-1,4,2
cv_2,BAC_G,BAC_G::ADurb.Bin120,ADurb.Bin120,3,0
cv_2,BAC_G,BAC_G::AKYH767,AKYH767,2,0
cv_2,BAC_G,BAC_G::AUTHM297,AUTHM297,2,0
cv_2,BAC_G,BAC_G::Acetomicrobium,Acetomicrobium,7,5
cv_2,BAC_G,BAC_G::Acetothermiia,Acetothermiia,1,0
cv_2,BAC_G,BAC_G::Acholeplasma,Acholeplasma,29,6
cv_2,BAC_G,BAC_G::Acidovorax,Acidovorax,3,0
cv_2,BAC_G,BAC_G::Alkaliphilus,Alkaliphilus,13,7
cv_2,BAC_G,BAC_G::Aminicenantales,Aminicenantales,7,2
cv_2,BAC_G,BAC_G::Aminobacterium,Aminobacterium,8,0
cv_2,BAC_G,BAC_G::Anaerofustis,Anaerofustis,1,2
cv_2,BAC_G,BAC_G::Anaerovorax,Anaerovorax,3,0
cv_2,BAC_G,BAC_G::Arenimonas,Arenimonas,1,0
cv_2,BAC_G,BAC_G::Atopobium,Atopobium,2,4
cv_2,BAC_G,BAC_G::Azospira,Azospira,1,0
cv_2,BAC_G,BAC_G::BD1-7_clade,BD1-7_clade,2,0
cv_2,BAC_G,BAC_G::BRH-c20a,BRH-c20a,1,0
cv_2,BAC_G,BAC_G::Babeliales,Babeliales,7,0
cv_2,BAC_G,BAC_G::Bacteroidales_UCG-001,Bacteroidales_UCG-001,13,0
cv_2,BAC_G,BAC_G::Bacteroides,Bacteroides,2,1
cv_2,BAC_G,BAC_G::Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,5,0
cv_2,BAC_G,BAC_G::Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,60,8
cv_2,BAC_G,BAC_G::Bdellovibrio,Bdellovibrio,1,0
cv_2,BAC_G,BAC_G::Butyrivibrio,Butyrivibrio,3,1
cv_2,BAC_G,BAC_G::Caldicoprobacter,Caldicoprobacter,38,2
cv_2,BAC_G,BAC_G::Candidatus_Accumulibacter,Candidatus_Accumulibacter,5,0
cv_2,BAC_G,BAC_G::Candidatus_Caldatribacterium,Candidatus_Caldatribacterium,5,6
cv_2,BAC_G,BAC_G::Candidatus_Cloacimonas,Candidatus_Cloacimonas,56,6
cv_2,BAC_G,BAC_G::Candidatus_Competibacter,Candidatus_Competibacter,8,0
cv_2,BAC_G,BAC_G::Candidatus_Soleaferrea,Candidatus_Soleaferrea,2,0
cv_2,BAC_G,BAC_G::Chthonomonadales,Chthonomonadales,2,0
cv_2,BAC_G,BAC_G::Clostridia_UCG-014,Clostridia_UCG-014,1,0
cv_2,BAC_G,BAC_G::Clostridium_sensu_stricto_1,Clostridium_sensu_stricto_1,2,2
cv_2,BAC_G,BAC_G::Comamonas,Comamonas,1,1
cv_2,BAC_G,BAC_G::Coprothermobacter,Coprothermobacter,4,4
cv_2,BAC_G,BAC_G::D8A-2,D8A-2,10,6
cv_2,BAC_G,BAC_G::DEV114,DEV114,1,0
cv_2,BAC_G,BAC_G::DMER64,DMER64,6,1
cv_2,BAC_G,BAC_G::DTU014,DTU014,65,16
cv_2,BAC_G,BAC_G::Dechloromonas,Dechloromonas,23,5
cv_2,BAC_G,BAC_G::Defluviitoga,Defluviitoga,4,3
cv_2,BAC_G,BAC_G::Dokdonella,Dokdonella,6,0
cv_2,BAC_G,BAC_G::Endomicrobium,Endomicrobium,1,0
cv_2,BAC_G,BAC_G::Exilispira,Exilispira,6,3
cv_2,BAC_G,BAC_G::Fastidiosipila,Fastidiosipila,46,9
cv_2,BAC_G,BAC_G::Fermentibacteraceae,Fermentibacteraceae,8,0
cv_2,BAC_G,BAC_G::Fermentimonas,Fermentimonas,25,4
cv_2,BAC_G,BAC_G::Ferruginibacter,Ferruginibacter,2,0
cv_2,BAC_G,BAC_G::Fervidobacterium,Fervidobacterium,2,0
cv_2,BAC_G,BAC_G::Fonticella,Fonticella,1,0
cv_2,BAC_G,BAC_G::Gelria,Gelria,9,0
cv_2,BAC_G,BAC_G::Gracilibacter,Gracilibacter,1,0
cv_2,BAC_G,BAC_G::Guggenheimella,Guggenheimella,12,3
cv_2,BAC_G,BAC_G::HN-HF0106,HN-HF0106,7,1
cv_2,BAC_G,BAC_G::Hahella,Hahella,1,0
cv_2,BAC_G,BAC_G::Halocella,Halocella,1,0
cv_2,BAC_G,BAC_G::Halomonas,Halomonas,1,0
cv_2,BAC_G,BAC_G::Hydrogenedensaceae,Hydrogenedensaceae,2,0
cv_2,BAC_G,BAC_G::Irregularibacter,Irregularibacter,2,0
cv_2,BAC_G,BAC_G::Izemoplasmatales,Izemoplasmatales,8,0
cv_2,BAC_G,BAC_G::JS1,JS1,6,1
cv_2,BAC_G,BAC_G::Keratinibaculum,Keratinibaculum,4,1
cv_2,BAC_G,BAC_G::LD1-PA32,LD1-PA32,7,0
cv_2,BAC_G,BAC_G::LD1-PB3,LD1-PB3,4,0
cv_2,BAC_G,BAC_G::LNR_A2-18,LNR_A2-18,4,0
cv_2,BAC_G,BAC_G::Lactobacillus,Lactobacillus,2,6
cv_2,BAC_G,BAC_G::Lentimicrobiaceae,Lentimicrobiaceae,11,2
cv_2,BAC_G,BAC_G::Lentimicrobium,Lentimicrobium,17,6
cv_2,BAC_G,BAC_G::Leptotrichia,Leptotrichia,2,0
cv_2,BAC_G,BAC_G::Lutispora,Lutispora,5,0
cv_2,BAC_G,BAC_G::MBA03,MBA03,19,5
cv_2,BAC_G,BAC_G::MVP-15,MVP-15,4,0
cv_2,BAC_G,BAC_G::Macellibacteroides,Macellibacteroides,2,0
cv_2,BAC_G,BAC_G::Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),5,0
cv_2,BAC_G,BAC_G::Mariniphaga,Mariniphaga,2,0
cv_2,BAC_G,BAC_G::Mesotoga,Mesotoga,22,0
cv_2,BAC_G,BAC_G::Methylotenera,Methylotenera,7,0
cv_2,BAC_G,BAC_G::MgMjR-022,MgMjR-022,1,0
cv_2,BAC_G,BAC_G::Nitrosomonas,Nitrosomonas,1,0
cv_2,BAC_G,BAC_G::OLB12,OLB12,1,0
cv_2,BAC_G,BAC_G::OLB8,OLB8,5,0
cv_2,BAC_G,BAC_G::Olsenella,Olsenella,1,3
cv_2,BAC_G,BAC_G::PB19,PB19,1,0
cv_2,BAC_G,BAC_G::Paludibacter,Paludibacter,11,1
cv_2,BAC_G,BAC_G::Paracoccus,Paracoccus,1,0
cv_2,BAC_G,BAC_G::Pedosphaeraceae,Pedosphaeraceae,1,0
cv_2,BAC_G,BAC_G::Pelotomaculum,Pelotomaculum,9,2
cv_2,BAC_G,BAC_G::Petrimonas,Petrimonas,3,5
cv_2,BAC_G,BAC_G::Prevotella,Prevotella,5,4
cv_2,BAC_G,BAC_G::Proteiniphilum,Proteiniphilum,25,8
cv_2,BAC_G,BAC_G::Proteocatella,Proteocatella,1,0
cv_2,BAC_G,BAC_G::Pseudomonas,Pseudomonas,1,3
cv_2,BAC_G,BAC_G::RBG-16-49-21,RBG-16-49-21,4,0
cv_2,BAC_G,BAC_G::Rhodobacter,Rhodobacter,3,1
cv_2,BAC_G,BAC_G::Ruminiclostridium,Ruminiclostridium,4,1
cv_2,BAC_G,BAC_G::Ruminococcus,Ruminococcus,7,0
cv_2,BAC_G,BAC_G::SBR1031,SBR1031,23,1
cv_2,BAC_G,BAC_G::SC-I-84,SC-I-84,11,1
cv_2,BAC_G,BAC_G::SC103,SC103,28,2
cv_2,BAC_G,BAC_G::SJA-15,SJA-15,8,2
cv_2,BAC_G,BAC_G::SJA-28,SJA-28,7,1
cv_2,BAC_G,BAC_G::ST-12K33,ST-12K33,48,4
cv_2,BAC_G,BAC_G::Saccharofermentans,Saccharofermentans,5,0
cv_2,BAC_G,BAC_G::Sedimentibacter,Sedimentibacter,71,6
cv_2,BAC_G,BAC_G::Shuttleworthia,Shuttleworthia,1,0
cv_2,BAC_G,BAC_G::Simplicispira,Simplicispira,4,0
cv_2,BAC_G,BAC_G::Smithella,Smithella,45,4
cv_2,BAC_G,BAC_G::Sphaerochaeta,Sphaerochaeta,18,3
cv_2,BAC_G,BAC_G::Sterolibacterium,Sterolibacterium,1,0
cv_2,BAC_G,BAC_G::Streptococcus,Streptococcus,2,4
cv_2,BAC_G,BAC_G::Syner-01,Syner-01,11,0
cv_2,BAC_G,BAC_G::Syntrophaceticus,Syntrophaceticus,13,0
cv_2,BAC_G,BAC_G::Syntrophobacter,Syntrophobacter,1,0
cv_2,BAC_G,BAC_G::Syntrophococcus,Syntrophococcus,3,2
cv_2,BAC_G,BAC_G::Syntrophomonas,Syntrophomonas,66,11
cv_2,BAC_G,BAC_G::Syntrophorhabdus,Syntrophorhabdus,27,4
cv_2,BAC_G,BAC_G::Syntrophus,Syntrophus,3,1
cv_2,BAC_G,BAC_G::TTA-B1,TTA-B1,1,0
cv_2,BAC_G,BAC_G::Tepidimicrobium,Tepidimicrobium,8,3
cv_2,BAC_G,BAC_G::Terrimonas,Terrimonas,2,0
cv_2,BAC_G,BAC_G::Tetrasphaera,Tetrasphaera,11,0
cv_2,BAC_G,BAC_G::Thauera,Thauera,9,0
cv_2,BAC_G,BAC_G::Thermoanaerobaculum,Thermoanaerobaculum,4,0
cv_2,BAC_G,BAC_G::Thermomonas,Thermomonas,10,1
cv_2,BAC_G,BAC_G::Thermovirga,Thermovirga,28,0
cv_2,BAC_G,BAC_G::Tissierella,Tissierella,9,4
cv_2,BAC_G,BAC_G::UCG-010,UCG-010,13,0
cv_2,BAC_G,BAC_G::W27,W27,30,7
cv_2,BAC_G,BAC_G::W5,W5,24,3
cv_2,BAC_G,BAC_G::W5053,W5053,6,3
cv_2,BAC_G,BAC_G::WCHB1-02,WCHB1-02,9,1
cv_2,BAC_G,BAC_G::WCHB1-41,WCHB1-41,7,0
cv_2,BAC_G,BAC_G::WCHB1-81,WCHB1-81,1,0
cv_2,BAC_G,BAC_G::Zoogloea,Zoogloea,1,1
cv_2,BAC_G,BAC_G::p-251-o5,p-251-o5,2,0
cv_2,BAC_G,BAC_G::unidentified,unidentified,90,19
cv_2,ARC_P,ARC_P::Aenigmarchaeota,Aenigmarchaeota,89,19
cv_2,ARC_P,ARC_P::Asgardarchaeota,Asgardarchaeota,90,19
cv_2,ARC_P,ARC_P::Crenarchaeota,Crenarchaeota,90,19
cv_2,ARC_P,ARC_P::Cryptomycota,Cryptomycota,88,19
cv_2,ARC_P,ARC_P::Euryarchaeota,Euryarchaeota,90,19
cv_2,ARC_P,ARC_P::Hadarchaeota,Hadarchaeota,75,18
cv_2,ARC_P,ARC_P::Halobacterota,Halobacterota,90,19
cv_2,ARC_P,ARC_P::Holozoa,Holozoa,50,11
cv_2,ARC_P,ARC_P::Iainarchaeota,Iainarchaeota,6,1
cv_2,ARC_P,ARC_P::Micrarchaeota,Micrarchaeota,20,0
cv_2,ARC_P,ARC_P::Nanoarchaeota,Nanoarchaeota,44,7
cv_2,ARC_P,ARC_P::Thermoplasmatota,Thermoplasmatota,85,19
cv_2,ARC_P,ARC_P::unidentified,unidentified,83,17
cv_2,ARC_G,ARC_G::Aenigmarchaeales,Aenigmarchaeales,78,18
cv_2,ARC_G,ARC_G::Bathyarchaeia,Bathyarchaeia,90,19
cv_2,ARC_G,ARC_G::Candidatus_Iainarchaeum,Candidatus_Iainarchaeum,72,16
cv_2,ARC_G,ARC_G::Candidatus_Methanofastidiosum,Candidatus_Methanofastidiosum,90,18
cv_2,ARC_G,ARC_G::Candidatus_Methanogranum,Candidatus_Methanogranum,71,15
cv_2,ARC_G,ARC_G::Candidatus_Methanomethylicus,Candidatus_Methanomethylicus,71,18
cv_2,ARC_G,ARC_G::Candidatus_Methanomethylophilus,Candidatus_Methanomethylophilus,54,11
cv_2,ARC_G,ARC_G::Candidatus_Methanoplasma,Candidatus_Methanoplasma,61,12
cv_2,ARC_G,ARC_G::Candidatus_Nitrocosmicus,Candidatus_Nitrocosmicus,43,8
cv_2,ARC_G,ARC_G::Hadarchaeales,Hadarchaeales,16,4
cv_2,ARC_G,ARC_G::LKM11,LKM11,9,2
cv_2,ARC_G,ARC_G::Lokiarchaeia,Lokiarchaeia,6,2
cv_2,ARC_G,ARC_G::Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1,2,1
cv_2,ARC_G,ARC_G::Methanimicrococcus,Methanimicrococcus,8,0
cv_2,ARC_G,ARC_G::Methanocorpusculum,Methanocorpusculum,26,2
cv_2,ARC_G,ARC_G::Methanoculleus,Methanoculleus,84,17
cv_2,ARC_G,ARC_G::Methanofollis,Methanofollis,2,3
cv_2,ARC_G,ARC_G::Methanogenium,Methanogenium,6,0
cv_2,ARC_G,ARC_G::Methanolacinia,Methanolacinia,1,0
cv_2,ARC_G,ARC_G::Methanolinea,Methanolinea,70,13
cv_2,ARC_G,ARC_G::Methanolobus,Methanolobus,1,0
cv_2,ARC_G,ARC_G::Methanomassiliicoccus,Methanomassiliicoccus,77,17
cv_2,ARC_G,ARC_G::Methanomethylovorans,Methanomethylovorans,50,7
cv_2,ARC_G,ARC_G::Methanoregula,Methanoregula,19,4
cv_2,ARC_G,ARC_G::Methanosaeta,Methanosaeta,86,17
cv_2,ARC_G,ARC_G::Methanosarcina,Methanosarcina,43,16
cv_2,ARC_G,ARC_G::Methanosphaerula,Methanosphaerula,43,7
cv_2,ARC_G,ARC_G::Methanospirillum,Methanospirillum,82,17
cv_2,ARC_G,ARC_G::Micrarchaeales,Micrarchaeales,17,0
cv_2,ARC_G,ARC_G::Rhinosporideacae,Rhinosporideacae,2,0
cv_2,ARC_G,ARC_G::RumEn_M2,RumEn_M2,19,5
cv_2,ARC_G,ARC_G::SCGC_AAA011-D5,SCGC_AAA011-D5,39,7
cv_2,ARC_G,ARC_G::Woesearchaeales,Woesearchaeales,13,2
cv_2,ARC_G,ARC_G::unidentified,unidentified,89,19
cv_3,BAC_P,BAC_P::Abditibacteriota,Abditibacteriota,1,0
cv_3,BAC_P,BAC_P::Acetothermia,Acetothermia,1,0
cv_3,BAC_P,BAC_P::Acidobacteriota,Acidobacteriota,19,2
cv_3,BAC_P,BAC_P::Actinobacteriota,Actinobacteriota,58,9
cv_3,BAC_P,BAC_P::Armatimonadota,Armatimonadota,2,0
cv_3,BAC_P,BAC_P::Bacteroidota,Bacteroidota,86,23
cv_3,BAC_P,BAC_P::Bdellovibrionota,Bdellovibrionota,1,0
cv_3,BAC_P,BAC_P::Caldatribacteriota,Caldatribacteriota,29,10
cv_3,BAC_P,BAC_P::Caldisericota,Caldisericota,10,2
cv_3,BAC_P,BAC_P::Campilobacterota,Campilobacterota,2,0
cv_3,BAC_P,BAC_P::Chloroflexi,Chloroflexi,37,15
cv_3,BAC_P,BAC_P::Cloacimonadota,Cloacimonadota,84,23
