fold,block,feature,training_samples_above_0_1_percent
4,BAC_C,BAC_C::Thermovenabulia,20
4,BAC_C,BAC_C::Vampirivibrionia,0
4,BAC_C,BAC_C::Verrucomicrobiae,56
4,BAC_C,BAC_C::Vicinamibacteria,2
4,BAC_C,BAC_C::WCHB1-81,23
4,BAC_C,BAC_C::WPS-2,3
4,BAC_C,BAC_C::WS1,31
4,BAC_C,BAC_C::WWE3,2
4,BAC_C,BAC_C::Zixibacteria,3
4,BAC_C,BAC_C::c5LKS83,3
4,BAC_C,BAC_C::unidentified,75
4,ARC_C,ARC_C::Actinopterygii,1
4,ARC_C,ARC_C::Aenigmarchaeia,2
4,ARC_C,ARC_C::Bathyarchaeia,42
4,ARC_C,ARC_C::Bivalvia,2
4,ARC_C,ARC_C::Ichthyosporea,0
4,ARC_C,ARC_C::LKM11,0
4,ARC_C,ARC_C::Lokiarchaeia,1
4,ARC_C,ARC_C::Methanomethylicia,12
4,ARC_C,ARC_C::Methanomicrobia,89
4,ARC_C,ARC_C::Methanosarcinia,86
4,ARC_C,ARC_C::Micrarchaeia,12
4,ARC_C,ARC_C::Nanoarchaeia,31
4,ARC_C,ARC_C::Nitrososphaeria,8
4,ARC_C,ARC_C::Odinarchaeia,0
4,ARC_C,ARC_C::Thermococci,80
4,ARC_C,ARC_C::Thermoplasmata,84
4,ARC_C,ARC_C::unidentified,76
5,BAC_C,BAC_C::ABY1,1
5,BAC_C,BAC_C::Acetothermiia,0
5,BAC_C,BAC_C::Acidimicrobiia,33
5,BAC_C,BAC_C::Acidobacteriae,11
5,BAC_C,BAC_C::Actinobacteria,69
5,BAC_C,BAC_C::Alphaproteobacteria,61
5,BAC_C,BAC_C::Aminicenantia,32
5,BAC_C,BAC_C::Anaerolineae,62
5,BAC_C,BAC_C::BRH-c20a,6
5,BAC_C,BAC_C::Babeliae,22
5,BAC_C,BAC_C::Bacilli,82
5,BAC_C,BAC_C::Bacteroidia,86
5,BAC_C,BAC_C::Bdellovibrionia,2
5,BAC_C,BAC_C::Berkelbacteria,0
5,BAC_C,BAC_C::Blastocatellia,18
5,BAC_C,BAC_C::Brachyspirae,19
5,BAC_C,BAC_C::CK-2C2-2,4
5,BAC_C,BAC_C::Caldatribacteriia,55
5,BAC_C,BAC_C::Caldisericia,52
5,BAC_C,BAC_C::Calditrichia,0
5,BAC_C,BAC_C::Campylobacteria,13
5,BAC_C,BAC_C::Chlamydiae,11
5,BAC_C,BAC_C::Chthonomonadetes,11
5,BAC_C,BAC_C::Cloacimonadia,82
5,BAC_C,BAC_C::Clostridia,86
5,BAC_C,BAC_C::Coprothermobacteria,7
5,BAC_C,BAC_C::Coriobacteriia,16
5,BAC_C,BAC_C::D8A-2,72
5,BAC_C,BAC_C::Dadabacteriia,0
5,BAC_C,BAC_C::Deinococci,3
5,BAC_C,BAC_C::Desulfitobacteriia,2
5,BAC_C,BAC_C::Desulfobacteria,0
5,BAC_C,BAC_C::Desulfobulbia,25
5,BAC_C,BAC_C::Desulfotomaculia,60
5,BAC_C,BAC_C::Desulfovibrionia,36
5,BAC_C,BAC_C::Desulfuromonadia,21
5,BAC_C,BAC_C::Dethiobacteria,36
5,BAC_C,BAC_C::Elusimicrobia,0
5,BAC_C,BAC_C::Endomicrobia,4
5,BAC_C,BAC_C::Fermentibacteria,11
5,BAC_C,BAC_C::Fibrobacteria,13
5,BAC_C,BAC_C::Fimbriimonadia,12
5,BAC_C,BAC_C::Fusobacteriia,12
5,BAC_C,BAC_C::Gammaproteobacteria,73
5,BAC_C,BAC_C::Gemmatimonadetes,8
5,BAC_C,BAC_C::Gracilibacteria,11
5,BAC_C,BAC_C::Halanaerobiia,0
5,BAC_C,BAC_C::Holophagae,21
5,BAC_C,BAC_C::Hydrogenedentia,38
5,BAC_C,BAC_C::Hydrothermae,0
5,BAC_C,BAC_C::Ignavibacteria,15
5,BAC_C,BAC_C::Incertae_Sedis,80
5,BAC_C,BAC_C::JS1,40
5,BAC_C,BAC_C::KD4-96,0
5,BAC_C,BAC_C::Kapabacteria,29
5,BAC_C,BAC_C::Kiritimatiellae,71
