mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__regressor__weights,param_model__regressor__p,param_model__regressor__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.004872417449951172,5.722574368550592e-05,0.0023288726806640625,7.574059566330822e-06,uniform,2,7,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 7}",-0.45675187622811847,-0.037435243634761944,-0.17377586825154892,-0.12356953298784198,-0.29122457979225436,-0.2165514201789051,0.1454856169805009,14
0.004889345169067383,3.636570380913111e-05,0.0024219036102294924,2.9895598355138e-05,distance,2,7,"{'model__regressor__weights': 'distance', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 7}",-0.45748107662345633,-0.03695833950481705,-0.1737926526299424,-0.12314177178745304,-0.29123393180344975,-0.2165215544698237,0.14589854123888096,13
0.004889869689941406,4.204411427044682e-05,0.002357816696166992,1.295435891496109e-05,uniform,1,11,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 11}",-0.46061024925655386,-0.03876819052251882,-0.1654331595971116,-0.10981436004301579,-0.2986529722334875,-0.21465578633053753,0.14959957425106857,9
0.004882287979125976,7.043264155416349e-05,0.002484560012817383,6.209401230361156e-05,distance,1,11,"{'model__regressor__weights': 'distance', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 11}",-0.460379003967779,-0.03851051037957405,-0.16539356248526044,-0.10529475185843575,-0.2987968917873385,-0.2136749440956775,0.15024551630905644,6
0.0048768043518066405,3.10616131576466e-05,0.0023162364959716797,8.501887521215714e-06,uniform,2,11,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 11}",-0.4606765478134136,-0.03328489737303906,-0.16635302190668735,-0.11689510181768992,-0.2980686874451752,-0.21505565127120102,0.14984581111379816,11
0.004875755310058594,4.562925502042647e-05,0.002422142028808594,3.45801965215717e-05,distance,2,11,"{'model__regressor__weights': 'distance', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 11}",-0.4608976445990712,-0.03330116461066006,-0.16666995975416043,-0.1135517943383715,-0.2978614070509962,-0.21445639407065187,0.15031446029226922,8
0.004880428314208984,4.0888334499787846e-05,0.0023530960083007813,5.6169717112072835e-06,uniform,1,15,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 15}",-0.4615560759379691,-0.03845168930513493,-0.16563202953485162,-0.09863350686458867,-0.2997070633816991,-0.21279607300484873,0.1517158936561184,4
0.004874753952026367,3.7547527643844054e-05,0.002461528778076172,4.9481040607421034e-05,distance,1,15,"{'model__regressor__weights': 'distance', 'model__regressor__p': 1, 'model__regressor__n_neighbors': 15}",-0.46129221566103673,-0.038260342968163726,-0.16562638126759635,-0.09572598346642062,-0.29970580299232685,-0.21212214527110884,0.15211473954295882,3
0.004895973205566406,3.831688472007493e-05,0.0023164749145507812,1.5238659216944675e-05,uniform,2,15,"{'model__regressor__weights': 'uniform', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 15}",-0.4630800783837204,-0.0377880571825743,-0.1670376765910346,-0.09339921208674337,-0.2979874985580314,-0.21185850456042082,0.15288722249085776,2
0.004880046844482422,3.3314029360900524e-05,0.002422618865966797,1.487349803461641e-05,distance,2,15,"{'model__regressor__weights': 'distance', 'model__regressor__p': 2, 'model__regressor__n_neighbors': 15}",-0.4631035434144143,-0.03751891021572743,-0.16725481320614538,-0.09225543217907997,-0.29791290851998653,-0.2116091215070707,0.15311289781844004,1
