Model,candidate,scope,params,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC
KNN,4,fold_5,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 15}",0.251739892416655,0.25561488667457893,0.7491258741258742
KNN,4,pooled_OOF,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 15}",0.292879679831049,0.21463777793364353,0.718572633839546
KNN,5,fold_1,"{""weights"": ""distance"", ""p"": 2, ""n_neighbors"": 9}",0.19215070664650497,0.2333202641799494,0.7377377377377377
KNN,5,fold_2,"{""weights"": ""distance"", ""p"": 2, ""n_neighbors"": 9}",0.050870736359867545,0.15250369670181432,0.5968875502008031
KNN,5,fold_3,"{""weights"": ""distance"", ""p"": 2, ""n_neighbors"": 9}",0.36761238911598826,0.6306030020703934,0.7663551401869159
KNN,5,fold_4,"{""weights"": ""distance"", ""p"": 2, ""n_neighbors"": 9}",0.4014231975787855,0.30707870233679946,0.7453580901856764
KNN,5,fold_5,"{""weights"": ""distance"", ""p"": 2, ""n_neighbors"": 9}",0.3542607599252815,0.3171313157743984,0.7744755244755245
KNN,5,pooled_OOF,"{""weights"": ""distance"", ""p"": 2, ""n_neighbors"": 9}",0.2716809518743736,0.26422828137593424,0.7281408191440405
KNN,6,fold_1,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 9}",0.22317125102320043,0.21887982588446983,0.7152152152152151
KNN,6,fold_2,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 9}",0.22959299124903956,0.1583303109075489,0.6204819277108433
KNN,6,fold_3,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 9}",0.25848067586977674,0.2082487959889103,0.7745327102803738
KNN,6,fold_4,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 9}",0.4407358996498648,0.28165501165501167,0.7409372236958444
KNN,6,fold_5,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 9}",0.3456196834771014,0.30019130366956454,0.7687937062937065
KNN,6,pooled_OOF,"{""weights"": ""uniform"", ""p"": 1, ""n_neighbors"": 9}",0.3070281483882727,0.230914441149656,0.7270670348212915
KNN,7,fold_1,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 9}",0.22317125102320043,0.21310372156605384,0.7122122122122122
KNN,7,fold_2,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 9}",0.22959299124903956,0.17288432946224805,0.6189759036144578
KNN,7,fold_3,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 9}",0.27131301611293895,0.24354853539001783,0.7797897196261683
KNN,7,fold_4,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 9}",0.4407358996498648,0.32424250176274466,0.7524314765694076
KNN,7,fold_5,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 9}",0.3631795019674853,0.3013321765438028,0.7683566433566436
